Rk,Pos,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Rk,Pos,90s,CrdY,CrdR,2CrdY,Fls,Off,Crs,Int,TklW,PKcon,OG,Recov,Won,Lost,Won%
2236,MF,1.5,2,2,1,1,0,0,4,0.0,4,0,0,0,0,2,1,0,2236,MF,1.5,0,0,0,1,0,1,0,2,0,0,3,0,1,0.0
2237,"DF,MF",9.0,15,9,9,6,0,9,12,75.0,3,9,2,7,10,25,23,0,2237,"DF,MF",9.0,2,0,0,12,0,39,10,9,0,0,67,9,7,56.3
2239,DF,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2239,DF,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2240,"MF,DF",9.6,15,10,4,10,1,3,11,27.3,8,7,2,5,8,23,7,1,2240,"MF,DF",9.6,4,0,0,8,1,9,8,10,0,0,44,12,11,52.2
2241,MF,26.5,61,33,28,23,10,25,50,50.0,25,43,9,34,51,112,43,0,2241,MF,26.5,11,0,0,38,2,67,51,33,0,0,163,38,29,56.7
2242,DF,9.1,12,5,6,4,2,8,17,47.1,9,8,6,2,4,16,25,2,2242,DF,9.1,5,1,1,5,3,10,4,5,0,0,40,6,7,46.2
2243,DF,18.8,35,24,21,11,3,26,43,60.5,17,20,6,14,13,48,40,0,2243,DF,18.8,2,0,0,9,3,184,13,24,0,0,104,14,12,53.8
2244,DF,36.3,93,58,60,26,7,52,110,47.3,58,56,8,48,80,173,117,3,2244,DF,36.3,6,0,0,34,3,132,80,58,0,2,227,42,27,60.9
2245,DF,32.1,43,28,29,14,0,25,39,64.1,14,49,33,16,33,76,132,2,2245,DF,32.1,10,0,0,19,1,12,33,28,0,2,135,69,45,60.5
2246,MF,22.0,52,36,17,29,6,30,53,56.6,23,29,6,23,17,69,23,1,2246,MF,22.0,5,0,0,48,1,25,17,36,0,0,147,9,22,29.0
2247,MF,0.7,6,4,0,5,1,4,6,66.7,2,0,0,0,1,7,1,0,2247,MF,0.7,0,0,0,0,0,1,1,4,0,0,10,2,3,40.0
2249,MF,32.6,70,43,25,33,12,29,60,48.3,31,32,8,24,26,96,41,4,2249,MF,32.6,8,1,0,41,6,12,26,43,0,0,235,54,22,71.1
2253,MF,2.9,6,3,1,3,2,1,3,33.3,2,4,2,2,1,7,2,0,2253,MF,2.9,1,0,0,4,0,9,1,3,0,0,8,0,2,0.0
2254,MF,29.1,47,24,21,20,6,21,45,46.7,24,34,5,29,15,62,21,0,2254,MF,29.1,9,0,0,61,6,169,15,24,0,0,151,23,50,31.5
2255,MF,20.5,53,30,21,24,8,34,55,61.8,21,27,6,21,29,82,44,0,2255,MF,20.5,6,0,0,23,4,6,29,30,1,0,155,20,14,58.8
2257,MF,35.7,52,32,22,25,5,24,67,35.8,43,39,3,36,28,80,23,1,2257,MF,35.7,8,0,0,23,1,26,28,32,2,0,231,22,46,32.4
2258,MF,3.3,6,3,3,1,2,3,9,33.3,6,8,0,8,4,10,0,0,2258,MF,3.3,2,0,0,15,0,11,4,3,0,0,9,1,8,11.1
2259,DF,30.8,45,26,21,22,2,28,45,62.2,17,22,9,13,24,69,64,2,2259,DF,30.8,4,0,0,25,1,57,24,26,0,0,112,41,29,58.6
2261,DF,22.1,48,31,34,9,5,27,54,50.0,27,15,3,12,19,67,71,0,2261,DF,22.1,1,0,0,10,3,62,19,31,0,0,82,14,27,34.1
2262,DF,10.1,14,6,7,5,2,10,14,71.4,4,16,5,11,5,19,23,1,2262,DF,10.1,0,0,0,7,0,27,5,6,0,0,55,7,14,33.3
2265,DF,26.8,25,18,14,11,0,16,24,66.7,8,29,17,12,29,54,115,0,2265,DF,26.8,9,0,0,34,1,1,29,18,0,0,120,76,54,58.5
2266,DF,30.2,35,15,23,11,1,15,20,75.0,5,51,36,15,29,64,147,0,2266,DF,30.2,6,0,0,24,0,1,29,15,0,0,99,97,78,55.4
2267,DF,2.9,11,5,8,1,2,7,12,58.3,5,3,0,3,1,12,11,0,2267,DF,2.9,1,0,0,2,0,11,1,5,0,0,27,1,2,33.3
2268,DF,31.0,66,40,35,25,6,32,44,72.7,12,46,22,24,44,110,106,1,2268,DF,31.0,7,1,0,31,1,3,44,40,2,1,189,87,39,69.0
2272,MF,10.4,34,20,17,14,3,13,24,54.2,11,12,2,10,10,44,18,0,2272,MF,10.4,4,0,0,15,0,6,10,20,0,0,62,14,19,42.4
2273,MF,9.5,23,12,9,12,2,14,26,53.8,12,16,4,12,15,38,18,0,2273,MF,9.5,2,0,0,13,0,3,15,12,0,0,55,9,6,60.0
2274,"DF,MF",0.8,1,0,0,1,0,0,1,0.0,1,1,0,1,1,2,3,0,2274,"DF,MF",0.8,0,0,0,0,0,2,1,0,0,0,2,1,0,100.0
2275,"MF,DF",28.9,80,43,36,32,12,35,82,42.7,47,36,10,26,40,120,54,0,2275,"MF,DF",28.9,10,0,0,43,3,16,40,43,1,0,164,35,27,56.5
2276,MF,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2276,MF,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,
2278,"MF,DF",22.3,36,25,15,16,5,23,34,67.6,11,27,13,14,29,65,39,0,2278,"MF,DF",22.3,4,0,0,18,1,6,29,25,1,0,92,35,22,61.4
2279,"DF,MF",0.6,1,0,1,0,0,0,0,,0,1,0,1,2,3,5,0,2279,"DF,MF",0.6,0,0,0,0,0,0,2,0,0,0,3,1,0,100.0
2281,MF,4.3,7,2,4,2,1,2,8,25.0,6,4,2,2,3,10,2,0,2281,MF,4.3,0,0,0,4,0,12,3,2,1,0,32,0,2,0.0
2282,DF,11.2,21,12,14,5,2,13,21,61.9,8,14,8,6,8,29,28,0,2282,DF,11.2,3,0,0,9,1,3,8,12,1,0,58,19,27,41.3
2283,DF,8.4,16,9,6,7,3,8,12,66.7,4,13,4,9,5,21,26,0,2283,DF,8.4,2,0,0,4,0,21,5,9,0,0,52,9,8,52.9
2284,MF,14.6,46,28,25,17,4,16,36,44.4,20,27,6,21,23,69,29,0,2284,MF,14.6,6,0,0,38,0,20,23,28,0,0,99,11,9,55.0
2285,DF,28.9,33,27,17,14,2,16,32,50.0,16,24,10,14,20,53,90,0,2285,DF,28.9,5,0,0,19,2,4,20,27,1,0,140,79,46,63.2
2286,DF,16.8,25,15,11,10,4,10,18,55.6,8,18,15,3,24,49,68,2,2286,DF,16.8,7,1,1,23,0,2,24,15,1,0,80,34,27,55.7
2287,MF,12.2,13,5,6,6,1,5,9,55.6,4,15,7,8,9,22,16,3,2287,MF,12.2,1,0,0,9,0,11,9,5,0,0,54,12,19,38.7
2288,DF,30.1,26,15,18,4,4,16,20,80.0,4,27,20,7,11,37,89,0,2288,DF,30.1,7,0,0,26,1,4,11,15,0,0,124,49,23,68.1
2289,MF,0.1,1,0,0,0,1,0,0,,0,0,0,0,0,1,0,0,2289,MF,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,
2290,"MF,DF",0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2290,"MF,DF",0.2,0,0,0,0,0,0,0,0,0,0,2,0,0,
2291,DF,13.2,11,9,7,3,1,4,5,80.0,1,11,4,7,9,20,42,0,2291,DF,13.2,2,0,0,15,0,1,9,9,0,0,44,25,24,51.0
2292,DF,27.2,29,15,14,7,8,16,30,53.3,14,46,4,42,23,52,44,0,2292,DF,27.2,3,0,0,21,2,101,23,15,1,0,171,49,36,57.6
2293,DF,13.4,27,15,17,5,5,14,21,66.7,7,17,2,15,15,42,19,0,2293,DF,13.4,7,1,1,16,1,62,15,15,1,0,57,10,27,27.0
2295,MF,13.3,34,23,17,14,3,23,42,54.8,19,8,2,6,11,45,21,2,2295,MF,13.3,3,0,0,6,1,11,11,23,0,0,83,4,8,33.3
2296,MF,27.7,83,46,43,36,4,38,84,45.2,46,24,6,18,28,111,43,1,2296,MF,27.7,9,0,0,42,0,17,28,46,1,0,177,32,30,51.6
2297,DF,19.6,41,23,26,11,4,27,47,57.4,20,31,7,24,10,51,35,3,2297,DF,19.6,3,0,0,18,0,40,10,23,0,0,121,8,12,40.0
2300,DF,11.6,16,11,12,3,1,8,12,66.7,4,6,3,3,11,27,27,0,2300,DF,11.6,2,0,0,9,0,27,11,11,0,0,63,10,13,43.5
2302,DF,27.0,50,24,28,19,3,15,46,32.6,31,27,6,21,23,73,35,0,2302,DF,27.0,5,0,0,36,4,99,23,24,0,0,91,16,22,42.1
2303,MF,21.8,39,24,18,20,1,23,42,54.8,19,31,12,19,12,51,34,0,2303,MF,21.8,3,1,0,15,1,30,12,24,0,0,89,6,20,23.1
2304,DF,15.4,28,16,13,10,5,21,32,65.6,11,19,7,12,24,52,37,0,2304,DF,15.4,0,0,0,8,0,27,24,16,0,1,107,15,23,39.5
2308,MF,0.2,3,3,2,0,1,1,3,33.3,2,0,0,0,0,3,0,0,2308,MF,0.2,0,0,0,0,0,1,0,3,0,0,3,0,0,
2309,DF,11.7,34,22,23,9,2,15,25,60.0,10,13,9,4,15,49,67,0,2309,DF,11.7,5,0,0,19,0,1,15,22,0,0,51,20,10,66.7
2311,DF,3.8,17,7,10,6,1,11,19,57.9,8,9,4,5,3,20,15,0,2311,DF,3.8,1,0,0,3,0,7,3,7,0,0,23,3,4,42.9
2313,DF,0.1,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,1,0,2313,DF,0.1,0,0,0,0,0,0,0,1,0,0,0,1,1,50.0
2317,DF,17.8,41,23,26,12,3,22,36,61.1,14,25,14,11,26,67,91,1,2317,DF,17.8,10,0,0,32,1,7,26,23,0,0,81,66,40,62.3
2318,DF,38.0,41,26,28,12,1,20,27,74.1,7,32,17,15,29,70,81,3,2318,DF,38.0,4,0,0,22,0,3,29,26,1,0,213,72,49,59.5
2319,DF,11.5,27,12,11,13,3,17,26,65.4,9,21,12,9,22,49,44,0,2319,DF,11.5,2,0,0,12,1,1,22,12,0,0,65,36,21,63.2
2321,DF,17.4,22,10,13,6,3,13,20,65.0,7,21,15,6,21,43,57,0,2321,DF,17.4,3,0,0,18,3,9,21,10,0,1,82,29,21,58.0
2322,MF,0.3,0,0,0,0,0,0,4,0.0,4,0,0,0,1,1,0,0,2322,MF,0.3,0,0,0,0,0,0,1,0,0,0,1,0,0,
2323,MF,26.4,40,19,18,18,4,16,39,41.0,23,26,6,20,10,50,25,0,2323,MF,26.4,3,0,0,29,0,124,10,19,1,0,142,14,35,28.6
2324,MF,1.0,5,3,2,2,1,5,6,83.3,1,0,0,0,3,8,1,0,2324,MF,1.0,0,0,0,2,0,0,3,3,0,0,6,3,2,60.0
2325,MF,0.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,2325,MF,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,
2328,MF,14.5,29,18,14,12,3,17,24,70.8,7,23,13,10,11,40,14,0,2328,MF,14.5,4,0,0,18,0,13,11,18,0,0,64,15,9,62.5
2329,"DF,MF",11.5,12,5,8,1,3,6,11,54.5,5,15,7,8,11,23,28,0,2329,"DF,MF",11.5,4,0,0,9,0,28,11,5,1,0,38,23,12,65.7
2330,MF,1.7,3,2,2,1,0,1,4,25.0,3,3,2,1,2,5,1,0,2330,MF,1.7,1,1,0,8,0,1,2,2,0,0,5,3,4,42.9
2332,MF,21.9,19,11,3,10,6,8,21,38.1,13,5,1,4,10,29,5,0,2332,MF,21.9,5,2,1,30,3,30,10,11,0,0,107,24,18,57.1
2333,MF,1.6,2,1,1,1,0,2,3,66.7,1,2,0,2,0,2,1,0,2333,MF,1.6,2,0,0,6,0,4,0,1,1,0,5,1,2,33.3
2334,DF,25.5,29,18,15,8,6,12,24,50.0,12,32,4,28,13,42,64,0,2334,DF,25.5,8,0,0,27,5,82,13,18,1,0,97,19,18,51.4
2336,MF,16.1,25,11,13,10,2,11,32,34.4,21,24,5,19,13,38,13,0,2336,MF,16.1,3,0,0,26,1,36,13,11,0,0,115,7,19,26.9
2337,DF,0.9,0,0,0,0,0,0,0,,0,3,2,1,1,1,2,0,2337,DF,0.9,1,0,0,2,0,0,1,0,0,0,4,3,1,75.0
2338,DF,13.1,56,35,34,18,4,34,58,58.6,24,24,7,17,12,68,36,0,2338,DF,13.1,2,0,0,11,1,61,12,35,2,0,67,14,15,48.3
2339,"DF,MF",19.7,54,28,21,25,8,31,55,56.4,24,23,3,20,19,73,65,0,2339,"DF,MF",19.7,3,0,0,21,0,57,19,28,0,0,95,9,21,30.0
2343,DF,8.0,13,7,7,6,0,4,5,80.0,1,13,7,6,15,28,23,0,2343,DF,8.0,1,0,0,17,0,5,15,7,0,0,34,12,9,57.1
2346,DF,9.4,19,12,16,2,1,6,7,85.7,1,14,9,5,8,27,64,0,2346,DF,9.4,1,0,0,9,1,8,8,12,0,0,28,13,12,52.0
2347,DF,29.9,53,33,27,23,3,24,40,60.0,16,35,18,17,66,119,93,2,2347,DF,29.9,8,0,0,54,0,15,66,33,1,1,151,50,42,54.3
2348,MF,11.5,42,23,25,13,4,12,29,41.4,17,24,7,17,16,58,21,0,2348,MF,11.5,6,0,0,22,2,2,16,23,0,0,70,8,16,33.3
2349,MF,21.8,26,19,12,7,7,12,31,38.7,19,34,5,29,20,46,16,0,2349,MF,21.8,4,0,0,30,2,114,20,19,1,0,125,8,18,30.8
2351,MF,21.4,52,33,21,25,6,29,46,63.0,17,15,6,9,34,86,33,1,2351,MF,21.4,3,0,0,23,1,0,34,33,0,0,125,38,36,51.4
2352,MF,7.3,17,8,8,5,4,4,7,57.1,3,3,0,3,0,17,8,0,2352,MF,7.3,4,0,0,17,0,4,0,8,0,0,29,6,7,46.2
2353,MF,0.1,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,2353,MF,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,
2354,MF,9.2,29,18,15,13,1,17,26,65.4,9,8,0,8,10,39,11,1,2354,MF,9.2,4,0,0,10,1,3,10,18,0,0,61,12,9,57.1
2355,DF,26.3,63,42,31,19,13,30,52,57.7,22,24,5,19,15,78,37,0,2355,DF,26.3,6,0,0,38,0,83,15,42,1,0,127,12,23,34.3
2356,DF,0.3,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,4,0,2356,DF,0.3,0,0,0,0,0,0,0,0,0,0,0,1,0,100.0
2361,DF,1.2,2,0,1,1,0,2,2,100.0,0,3,0,3,0,2,1,0,2361,DF,1.2,0,0,0,0,0,1,0,0,0,0,3,1,1,50.0
2363,DF,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2363,DF,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,
2365,MF,30.7,37,20,16,15,6,14,63,22.2,49,36,8,28,33,70,28,1,2365,MF,30.7,8,1,0,41,3,231,33,20,0,0,196,21,32,39.6
2366,DF,18.1,27,19,16,7,4,15,30,50.0,15,29,15,14,27,54,61,1,2366,DF,18.1,7,1,1,16,1,3,27,19,0,0,77,46,32,59.0
2368,"DF,MF",0.3,1,1,0,1,0,1,3,33.3,2,0,0,0,0,1,1,0,2368,"DF,MF",0.3,0,0,0,1,0,0,0,1,0,0,1,0,1,0.0
2369,DF,4.0,9,7,4,5,0,3,3,100.0,0,8,5,3,3,12,22,0,2369,DF,4.0,2,0,0,10,0,0,3,7,1,0,22,10,10,50.0
2370,DF,24.8,41,28,21,17,3,23,40,57.5,17,31,11,20,18,59,78,2,2370,DF,24.8,4,0,0,16,1,46,18,28,0,0,92,22,32,40.7
2371,DF,28.3,53,33,29,19,5,19,40,47.5,21,44,17,27,59,112,71,0,2371,DF,28.3,3,0,0,48,4,5,59,33,2,0,163,80,40,66.7
2375,MF,13.5,29,16,9,15,5,11,20,55.0,9,25,4,21,20,49,25,0,2375,MF,13.5,1,1,0,22,2,18,20,16,0,0,74,22,24,47.8
2376,DF,33.9,42,24,27,13,2,18,40,45.0,22,50,38,12,36,78,133,1,2376,DF,33.9,5,0,0,38,0,8,36,24,0,0,174,69,70,49.6
2379,MF,27.5,81,50,35,38,8,21,53,39.6,32,41,8,33,19,100,27,0,2379,MF,27.5,7,0,0,34,2,14,19,50,0,0,203,23,18,56.1
2380,DF,24.3,42,22,26,14,2,25,30,83.3,5,33,23,10,33,75,104,2,2380,DF,24.3,9,0,0,36,0,12,33,22,2,2,144,112,70,61.5
2381,DF,31.8,70,50,36,27,7,41,65,63.1,24,52,25,27,45,115,101,3,2381,DF,31.8,4,0,0,17,0,8,45,50,0,1,245,58,41,58.6
2384,DF,0.8,2,2,2,0,0,2,4,50.0,2,1,0,1,1,3,2,0,2384,DF,0.8,0,0,0,1,0,2,1,2,0,0,11,1,1,50.0
2385,MF,14.1,36,21,13,19,4,16,33,48.5,17,14,7,7,4,40,13,0,2385,MF,14.1,4,0,0,15,0,50,4,21,0,0,92,7,6,53.8
2386,DF,12.8,27,15,20,7,0,17,34,50.0,17,19,4,15,7,34,29,0,2386,DF,12.8,5,0,0,9,0,40,7,15,0,0,59,14,22,38.9
2387,MF,2.6,4,1,2,1,1,1,3,33.3,2,1,0,1,4,8,5,0,2387,MF,2.6,1,0,0,2,0,4,4,1,0,0,25,1,3,25.0
2388,MF,22.2,48,26,26,20,2,21,42,50.0,21,37,7,30,26,74,57,0,2388,MF,22.2,3,0,0,14,1,7,26,26,0,0,108,39,39,50.0
2390,DF,8.6,20,12,11,8,1,3,9,33.3,6,10,2,8,9,29,23,0,2390,DF,8.6,2,0,0,8,0,2,9,12,1,0,49,15,9,62.5
2393,MF,11.3,24,15,8,10,6,12,28,42.9,16,14,4,10,12,36,18,2,2393,MF,11.3,3,0,0,20,1,36,12,15,0,0,63,14,22,38.9
2396,MF,4.7,5,3,1,4,0,3,4,75.0,1,1,0,1,1,6,0,0,2396,MF,4.7,1,0,0,9,0,2,1,3,0,0,22,3,10,23.1
2398,DF,10.5,14,10,10,4,0,10,16,62.5,6,8,4,4,13,27,43,0,2398,DF,10.5,2,0,0,14,1,0,13,10,1,0,49,17,18,48.6
2399,DF,6.6,21,9,17,3,1,14,19,73.7,5,11,3,8,10,31,13,0,2399,DF,6.6,3,0,0,8,1,6,10,9,0,0,33,7,5,58.3
2400,DF,12.6,32,24,17,15,0,24,31,77.4,7,15,7,8,25,57,37,0,2400,DF,12.6,5,1,0,20,0,4,25,24,1,0,107,15,8,65.2
2401,MF,8.0,33,18,16,15,2,16,25,64.0,9,12,2,10,8,41,15,0,2401,MF,8.0,1,0,0,5,0,4,8,18,0,1,50,6,8,42.9
2406,"DF,MF",34.3,79,48,52,19,8,38,64,59.4,26,44,8,36,36,115,85,1,2406,"DF,MF",34.3,10,1,0,48,1,80,36,48,2,0,188,22,27,44.9
2409,"DF,MF",23.8,72,53,38,25,9,42,68,61.8,26,40,13,27,41,113,68,0,2409,"DF,MF",23.8,5,1,1,36,0,79,41,53,1,0,83,41,28,59.4
2410,DF,24.9,55,32,28,23,4,24,56,42.9,32,50,23,27,35,90,109,1,2410,DF,24.9,13,0,0,41,0,25,35,32,0,0,164,37,40,48.1
2411,MF,0.5,1,1,0,1,0,1,3,33.3,2,1,0,1,1,2,0,0,2411,MF,0.5,0,0,0,0,0,1,1,1,0,0,3,0,0,
2412,MF,18.4,51,39,24,23,4,22,45,48.9,23,29,7,22,20,71,25,1,2412,MF,18.4,7,0,0,40,0,9,20,39,0,0,109,22,21,51.2
2416,"DF,MF",0.3,1,1,1,0,0,1,2,50.0,1,0,0,0,0,1,0,0,2416,"DF,MF",0.3,0,0,0,0,0,1,0,1,0,0,1,0,0,
2418,DF,10.7,11,8,7,3,1,9,15,60.0,6,18,11,7,6,17,39,0,2418,DF,10.7,6,0,0,14,0,33,6,8,0,0,59,13,10,56.5
2422,MF,0.2,2,0,0,2,0,1,2,50.0,1,1,0,1,2,4,0,0,2422,MF,0.2,0,0,0,1,0,0,2,0,0,0,2,0,1,0.0
2423,MF,25.1,41,24,15,20,6,27,77,35.1,50,37,13,24,27,68,33,0,2423,MF,25.1,8,0,0,52,3,111,27,24,0,0,137,30,32,48.4
2424,DF,10.1,27,11,21,6,0,8,20,40.0,12,16,10,6,21,48,29,1,2424,DF,10.1,1,0,0,16,0,1,21,11,2,0,59,13,11,54.2
2425,DF,20.1,43,19,28,8,7,26,42,61.9,16,33,15,18,22,65,64,0,2425,DF,20.1,2,1,0,29,4,37,22,19,0,0,107,32,37,46.4
2428,DF,6.9,13,7,3,7,3,6,9,66.7,3,8,2,6,6,19,9,0,2428,DF,6.9,0,0,0,2,1,36,6,7,0,0,37,2,5,28.6
2431,DF,28.1,29,15,22,6,1,20,34,58.8,14,33,24,9,26,55,153,4,2431,DF,28.1,4,0,0,10,1,4,26,15,0,0,140,51,26,66.2
2433,DF,23.8,48,29,28,19,1,32,44,72.7,12,36,14,22,29,77,69,0,2433,DF,23.8,8,0,0,35,3,18,29,29,1,0,113,60,36,62.5
2436,DF,1.6,1,1,1,0,0,0,0,,0,5,4,1,0,1,3,0,2436,DF,1.6,0,0,0,2,0,0,0,1,0,0,4,2,2,50.0
2439,MF,29.5,30,17,10,11,9,15,31,48.4,16,23,0,23,16,46,4,0,2439,MF,29.5,11,1,1,32,1,76,16,17,0,0,167,19,17,52.8
2440,DF,24.3,34,25,18,14,2,17,26,65.4,9,27,14,13,51,85,81,2,2440,DF,24.3,8,1,0,36,2,21,51,25,0,1,199,63,29,68.5
2442,DF,4.2,11,5,6,5,0,2,8,25.0,6,5,3,2,6,17,9,0,2442,DF,4.2,0,1,0,4,0,5,6,5,1,0,17,5,1,83.3
2443,"DF,MF",10.0,27,18,22,5,0,13,24,54.2,11,13,5,8,12,39,32,0,2443,"DF,MF",10.0,1,0,0,13,0,4,12,18,0,0,61,17,25,40.5
2445,MF,18.2,47,33,13,25,9,23,30,76.7,7,21,8,13,19,66,30,0,2445,MF,18.2,7,0,0,44,0,2,19,33,0,0,108,29,20,59.2
2446,MF,20.2,27,16,13,8,6,12,25,48.0,13,8,2,6,12,39,31,0,2446,MF,20.2,7,0,0,40,2,18,12,16,0,0,114,14,23,37.8
2449,MF,24.1,44,24,18,19,7,19,36,52.8,17,33,4,29,39,83,47,2,2449,MF,24.1,1,0,0,14,3,4,39,24,0,0,160,31,25,55.4
2450,"MF,DF",7.9,18,12,9,6,3,11,18,61.1,7,12,1,11,3,21,9,0,2450,"MF,DF",7.9,3,0,0,8,0,1,3,12,0,0,36,3,10,23.1
2451,DF,18.1,24,12,13,10,1,6,11,54.5,5,18,12,6,16,40,65,0,2451,DF,18.1,3,0,0,12,1,2,16,12,0,0,78,58,25,69.9
2454,DF,18.1,24,18,17,7,0,14,22,63.6,8,19,10,9,12,36,51,2,2454,DF,18.1,1,0,0,14,0,1,12,18,0,0,111,25,26,49.0
2456,DF,4.3,1,1,1,0,0,1,4,25.0,3,6,5,1,5,6,8,0,2456,DF,4.3,0,0,0,1,0,0,5,1,0,0,22,22,7,75.9
2457,DF,23.9,37,23,18,11,8,19,39,48.7,20,28,11,17,21,58,62,0,2457,DF,23.9,6,0,0,30,1,39,21,23,2,0,92,18,22,45.0
2458,MF,3.9,4,1,2,2,0,2,4,50.0,2,3,1,2,3,7,1,0,2458,MF,3.9,0,0,0,5,0,1,3,1,0,0,15,3,5,37.5
2459,DF,3.9,7,3,7,0,0,4,5,80.0,1,3,1,2,6,13,23,1,2459,DF,3.9,0,0,0,3,0,0,6,3,0,0,20,14,12,53.8
2460,DF,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2460,DF,0.7,0,0,0,0,0,4,0,0,0,0,3,0,1,0.0
2461,DF,3.9,10,6,5,3,2,5,8,62.5,3,6,0,6,7,17,11,0,2461,DF,3.9,0,0,0,5,0,3,7,6,0,0,35,4,7,36.4
2462,DF,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,2462,DF,0.3,0,0,0,1,0,2,0,0,0,0,1,0,0,
2464,MF,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2464,MF,0.1,0,0,0,0,0,1,0,0,0,0,0,0,0,
2465,"MF,DF",1.2,2,1,0,2,0,1,3,33.3,2,6,0,6,1,3,3,0,2465,"MF,DF",1.2,1,0,0,2,1,5,1,1,0,0,7,0,1,0.0
2467,"DF,MF",0.3,0,0,0,0,0,0,0,,0,0,0,0,1,1,2,0,2467,"DF,MF",0.3,0,0,0,2,0,0,1,0,0,0,2,2,0,100.0
2470,"MF,DF",12.1,15,10,9,2,4,6,21,28.6,15,10,3,7,5,20,11,1,2470,"MF,DF",12.1,1,0,0,11,1,23,5,10,0,0,55,6,6,50.0
2471,MF,4.3,10,8,4,5,1,4,12,33.3,8,8,3,5,8,18,7,1,2471,MF,4.3,0,0,0,10,0,0,8,8,0,0,22,6,12,33.3
2475,DF,2.0,2,2,1,1,0,2,6,33.3,4,2,0,2,0,2,3,1,2475,DF,2.0,0,0,0,4,0,3,0,2,0,0,14,0,1,0.0
2477,MF,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,2477,MF,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
2480,MF,8.0,19,17,3,13,3,8,20,40.0,12,7,1,6,2,21,5,0,2480,MF,8.0,1,0,0,16,0,29,2,17,0,0,52,2,7,22.2
2483,MF,31.9,53,35,24,26,3,21,47,44.7,26,55,28,27,37,90,109,0,2483,MF,31.9,7,0,0,41,10,6,37,35,1,0,151,108,78,58.1
2485,MF,25.4,39,28,24,14,1,14,26,53.8,12,25,7,18,26,65,20,1,2485,MF,25.4,10,0,0,33,0,3,26,28,0,0,148,20,11,64.5
2487,MF,29.6,125,76,59,51,15,41,74,55.4,33,57,17,40,32,157,75,1,2487,MF,29.6,3,0,0,48,2,10,32,76,1,0,153,64,38,62.7
2488,MF,16.2,28,21,15,8,5,9,25,36.0,16,20,3,17,17,45,8,1,2488,MF,16.2,6,0,0,27,2,5,17,21,0,0,73,14,18,43.8
2489,DF,8.0,20,12,17,3,0,9,13,69.2,4,7,4,3,12,32,36,3,2489,DF,8.0,2,0,0,8,0,0,12,12,0,0,39,14,8,63.6
2490,DF,1.3,1,1,1,0,0,0,0,,0,1,0,1,1,2,7,0,2490,DF,1.3,0,1,0,3,1,0,1,1,1,0,9,1,0,100.0
2491,DF,9.5,16,10,12,4,0,8,10,80.0,2,20,5,15,8,24,28,0,2491,DF,9.5,1,0,0,7,1,12,8,10,0,0,46,12,14,46.2
2492,MF,16.8,53,40,26,20,7,29,52,55.8,23,22,5,17,26,79,32,0,2492,MF,16.8,5,0,0,40,0,11,26,40,0,0,150,15,9,62.5
2493,MF,1.3,1,0,0,1,0,1,1,100.0,0,2,1,1,2,3,1,0,2493,MF,1.3,2,0,0,5,0,1,2,0,0,0,5,0,0,
2494,DF,14.6,15,7,10,5,0,8,18,44.4,10,8,2,6,3,18,15,0,2494,DF,14.6,0,0,0,8,1,84,3,7,0,0,74,6,6,50.0
2496,MF,25.8,73,42,40,27,6,33,63,52.4,30,38,12,26,72,145,67,1,2496,MF,25.8,4,0,0,30,0,54,72,42,0,0,209,52,27,65.8
2497,MF,1.9,3,0,2,0,1,2,4,50.0,2,5,0,5,2,5,5,0,2497,MF,1.9,0,0,0,2,0,2,2,0,0,0,13,12,9,57.1
2498,MF,25.9,52,22,21,23,8,18,50,36.0,32,42,23,19,23,75,55,0,2498,MF,25.9,5,1,0,49,2,10,23,22,0,0,165,63,34,64.9
2499,MF,3.2,9,7,3,5,1,6,11,54.5,5,3,1,2,2,11,8,0,2499,MF,3.2,4,0,0,7,0,2,2,7,0,0,14,8,4,66.7
2500,DF,14.0,38,20,19,13,6,22,33,66.7,11,18,3,15,9,47,26,0,2500,DF,14.0,3,0,0,5,1,16,9,20,0,0,87,12,14,46.2
