Player Name,Rating,League,Season
"26Michael GregoritschFreiburg, 30, AM(CR),FW",7.11,Bundesliga,2022-2023
"27Serge GnabryBayern, 29, AM(CLR),FW",7.1,Bundesliga,2022-2023
"28Marcus ThuramBorussia M.Gladbach, 27, AM(L),FW",7.09,Bundesliga,2022-2023
"29Leroy SanéBayern, 29, M(CLR),FW",7.09,Bundesliga,2022-2023
"30Nico SchlotterbeckBorussia Dortmund, 25, D(C)",7.09,Bundesliga,2022-2023
"31Frederik WintherAugsburg, 24, D(C)",7.08,Bundesliga,2022-2023
"32Florian KainzFC Koln, 32, M(CLR)",7.06,Bundesliga,2022-2023
"33Moussa DiabyLeverkusen, 25, M(CLR),FW",7.06,Bundesliga,2022-2023
"34Willi OrbánRB Leipzig, 32, D(C)",7.04,Bundesliga,2022-2023
"35Ellyes SkhiriFC Koln, 29, DMC",7.04,Bundesliga,2022-2023
"36Maximilian ArnoldWolfsburg, 30, M(CR)",7.02,Bundesliga,2022-2023
"37Frederik RønnowUnion Berlin, 32, GK",7.01,Bundesliga,2022-2023
"38Borna SosaStuttgart, 27, D(L),M(L)",7.01,Bundesliga,2022-2023
"39Philipp HofmannBochum, 31, FW",7.0,Bundesliga,2022-2023
"40Konstantinos MavropanosStuttgart, 27, D(CR)",7.0,Bundesliga,2022-2023
"41Paulo OtávioWolfsburg, 30, D(L),M(L)",7.0,Bundesliga,2022-2023
"42Marvin DuckschWerder Bremen, 30, AM(C),FW",7.0,Bundesliga,2022-2023
"43Patrick WimmerWolfsburg, 23, AM(CLR),FW",6.99,Bundesliga,2022-2023
"44Jonas HectorFC Koln, 34, D(L),M(CL)",6.99,Bundesliga,2022-2023
"45Danilho DoekhiUnion Berlin, 26, D(C)",6.99,Bundesliga,2022-2023
"46Mats HummelsBorussia Dortmund, 36, D(C)",6.98,Bundesliga,2022-2023
"47Wataru EndoStuttgart, 32, DMC",6.97,Bundesliga,2022-2023
"48Ørjan NylandRB Leipzig, 34, GK",6.97,Bundesliga,2022-2023
"49Ludovic AjorqueMainz, 30, FW",6.97,Bundesliga,2022-2023
"50Ramy BensebainiBorussia M.Gladbach, 29, D(CL),DMC,M(L)",6.96,Bundesliga,2022-2023
"51Matthias GinterFreiburg, 31, D(CR),DMC",6.95,Bundesliga,2022-2023
"52Ralf FährmannSchalke, 36, GK",6.94,Bundesliga,2022-2023
"53Diant RamajEintracht Frankfurt, 23, GK",6.94,Bundesliga,2022-2023
"54Mitchell WeiserWerder Bremen, 30, D(R),M(CR)",6.93,Bundesliga,2022-2023
"55Matthijs de LigtBayern, 25, D(C)",6.93,Bundesliga,2022-2023
"56Dani OlmoRB Leipzig, 26, AM(CLR),FW",6.92,Bundesliga,2022-2023
"57Christoph BaumgartnerHoffenheim, 25, AM(CLR),FW",6.91,Bundesliga,2022-2023
"58Sheraldo BeckerUnion Berlin, 30, AM(CLR),FW",6.91,Bundesliga,2022-2023
"59Michael ZettererWerder Bremen, 29, GK",6.91,Bundesliga,2022-2023
"60Rodrigo ZalazarSchalke, 25, M(CR)",6.9,Bundesliga,2022-2023
"61Ritsu DoanFreiburg, 26, M(CLR),FW",6.9,Bundesliga,2022-2023
"62Finn DahmenMainz, 26, GK",6.9,Bundesliga,2022-2023
"63Timo HübersFC Koln, 28, D(C)",6.89,Bundesliga,2022-2023
"64Leon GoretzkaBayern, 30, M(CR)",6.89,Bundesliga,2022-2023
"65Julian RyersonUnion Berlin, 27, D(CLR),M(CLR)",6.88,Bundesliga,2022-2023
"66Emre CanBorussia Dortmund, 31, D(CLR),DMC",6.88,Bundesliga,2022-2023
"67Lucas TousartHertha Berlin, 27, DMC",6.87,Bundesliga,2022-2023
"68Andreas Hanche-OlsenMainz, 28, D(CR)",6.87,Bundesliga,2022-2023
"69Robin KnocheUnion Berlin, 32, D(C)",6.87,Bundesliga,2022-2023
"70Sasa KalajdzicStuttgart, 27, FW",6.87,Bundesliga,2022-2023
"71Marc KempfHertha Berlin, 30, D(C)",6.87,Bundesliga,2022-2023
"72Noussair MazraouiBayern, 27, D(CLR),M(R)",6.86,Bundesliga,2022-2023
