,Player Name,Rating,League,Season,Squad
1245,Marcos Llorente,6.67,La Liga,2021-2022,Atletico
1246,Ángel Correa,6.67,La Liga,2021-2022,Atletico
1247,Raúl Albiol,6.67,La Liga,2021-2022,Villarreal
1248,Nemanja Maksimovic,6.67,La Liga,2021-2022,Getafe
1249,Isi Palazón,6.67,La Liga,2021-2022,Rayo Vallecano
1250,Fidel,6.67,La Liga,2021-2022,Elche
1251,Koke,6.66,La Liga,2021-2022,Atletico
1252,Andoni Gorosabel,6.66,La Liga,2021-2022,Real Sociedad
1253,Rodrygo,6.66,La Liga,2021-2022,Real Madrid
1254,Óscar Valentín,6.65,La Liga,2021-2022,Rayo Vallecano
1255,Thierry Correia,6.65,La Liga,2021-2022,Valencia
1256,Rubén Duarte,6.65,La Liga,2021-2022,Deportivo Alaves
1257,Nacho,6.65,La Liga,2021-2022,Real Madrid
1258,Fran García,6.65,La Liga,2021-2022,Rayo Vallecano
1259,Francis Coquelin,6.65,La Liga,2021-2022,Villarreal
1260,Jesús Navas,6.64,La Liga,2021-2022,Sevilla
1261,Alberto Moreno,6.64,La Liga,2021-2022,Villarreal
1262,David Soria,6.64,La Liga,2021-2022,Getafe
1263,Shkodran Mustafi,6.64,La Liga,2021-2022,Levante
1264,Yangel Herrera,6.64,La Liga,2021-2022,Espanyol
1265,Matías Dituro,6.64,La Liga,2021-2022,Celta Vigo
1266,Yeremy Pino,6.63,La Liga,2021-2022,Villarreal
1267,Youssouf Sabaly,6.63,La Liga,2021-2022,Real Betis
1268,José Gayà,6.63,La Liga,2021-2022,Valencia
1269,Pedro Bigas,6.63,La Liga,2021-2022,Elche
1270,Aïssa Mandi,6.63,La Liga,2021-2022,Villarreal
1271,Iddrisu Baba,6.63,La Liga,2021-2022,Mallorca
1272,Eric García,6.62,La Liga,2021-2022,Barcelona
1273,Iván Alejo,6.62,La Liga,2021-2022,Cadiz
1274,Joan Jordán,6.62,La Liga,2021-2022,Sevilla
1275,Boulaye Dia,6.62,La Liga,2021-2022,Villarreal
1276,José Calderón,6.62,La Liga,2021-2022,Real Betis
1277,Óscar Duarte,6.62,La Liga,2021-2022,Levante
1278,Hugo Mallo,6.62,La Liga,2021-2022,Celta Vigo
1279,Leo Román,6.62,La Liga,2021-2022,Mallorca
1280,Óscar Gil,6.61,La Liga,2021-2022,Espanyol
1281,Jens Jønsson,6.61,La Liga,2021-2022,Cadiz
1282,Jon Moncayola,6.61,La Liga,2021-2022,Osasuna
1283,Fran Beltrán,6.61,La Liga,2021-2022,Celta Vigo
1284,Pepelu,6.61,La Liga,2021-2022,Levante
1285,Maxime Gonalons,6.61,La Liga,2021-2022,Granada
1286,Jon Bautista,6.61,La Liga,2021-2022,Real Sociedad
1287,Djené Dakonam,6.61,La Liga,2021-2022,Getafe
1288,Kiko Casilla,6.61,La Liga,2021-2022,Elche
1289,Rubén Rochina,6.61,La Liga,2021-2022,Granada
1290,Jaume Costa,6.61,La Liga,2021-2022,Mallorca
1291,Jesús Vázquez,6.6,La Liga,2021-2022,Valencia
1292,Luis Abram,6.6,La Liga,2021-2022,Granada
1293,Isco,6.6,La Liga,2021-2022,Real Madrid
1294,Unai Simón,6.6,La Liga,2021-2022,Athletic Club
1295,Maxi Gómez,6.6,La Liga,2021-2022,Valencia
1296,Antonio Puertas,6.59,La Liga,2021-2022,Granada
1297,Anthony Lozano,6.59,La Liga,2021-2022,Cadiz
1298,Rubén Sobrino,6.59,La Liga,2021-2022,Valencia
1299,Eden Hazard,6.59,La Liga,2021-2022,Real Madrid
1300,Íñigo Lekue,6.59,La Liga,2021-2022,Athletic Club
1301,Willian José,6.59,La Liga,2021-2022,Real Betis
1302,Daniel Wass,6.59,La Liga,2021-2022,Valencia
1303,Martín Merquelanz,6.58,La Liga,2021-2022,Rayo Vallecano
1304,Matt Miazga,6.58,La Liga,2021-2022,Deportivo Alaves
1305,Joseph Aidoo,6.58,La Liga,2021-2022,Celta Vigo
1306,Álex Collado,6.58,La Liga,2021-2022,Granada
1307,Paul Akouokou,6.58,La Liga,2021-2022,Real Betis
1308,Unai García,6.58,La Liga,2021-2022,Osasuna
1309,Youssef En-NesyriSevilla,6.58,La Liga,2021-2022,
1310,Adnan Januzaj,6.57,La Liga,2021-2022,Real Sociedad
1311,Kieran Trippier,6.57,La Liga,2021-2022,Atletico
1312,Iza Carcelén,6.57,La Liga,2021-2022,Cadiz
1313,Alexander Sørloth,6.56,La Liga,2021-2022,Real Sociedad
1314,Jofre Carreras,6.56,La Liga,2021-2022,Espanyol
1315,Omar Mascarell,6.56,La Liga,2021-2022,Elche
1316,Luis Rioja,6.56,La Liga,2021-2022,Deportivo Alaves
1317,Gareth Bale,6.56,La Liga,2021-2022,Real Madrid
1318,Jasper Cillessen,6.56,La Liga,2021-2022,Valencia
1319,Neto,6.56,La Liga,2021-2022,Barcelona
1320,Iván Balliu,6.56,La Liga,2021-2022,Rayo Vallecano
1321,Raúl García,6.56,La Liga,2021-2022,Athletic Club
1322,Mikel Balenziaga,6.55,La Liga,2021-2022,Athletic Club
1323,Manu Sánchez,6.55,La Liga,2021-2022,Osasuna
1324,Borja Iglesias,6.55,La Liga,2021-2022,Real Betis
1325,Rafa Mir,6.54,La Liga,2021-2022,Sevilla
1326,Luis Suárez,6.54,La Liga,2021-2022,Atletico
1327,Ander Barrenetxea,6.54,La Liga,2021-2022,Real Sociedad
1328,Luuk de Jong,6.54,La Liga,2021-2022,Barcelona
1329,Takefusa Kubo,6.54,La Liga,2021-2022,Mallorca
1330,Mariano Díaz,6.54,La Liga,2021-2022,Real Madrid
1331,Enis Bardhi,6.54,La Liga,2021-2022,Levante
1332,Lluís Recasens,6.54,La Liga,2021-2022,Espanyol
1333,Álex Fernández,6.54,La Liga,2021-2022,Cadiz
1334,Javi Puado,6.54,La Liga,2021-2022,Espanyol
1335,Fali,6.54,La Liga,2021-2022,Cadiz
1336,Mario Hermoso,6.54,La Liga,2021-2022,Atletico
1337,Sèrge Aurier,6.53,La Liga,2021-2022,Villarreal
1338,Esteban Saveljich,6.53,La Liga,2021-2022,Rayo Vallecano
1339,Sime Vrsaljko,6.53,La Liga,2021-2022,Atletico
1340,Roger Martí,6.53,La Liga,2021-2022,Levante
1341,Samuel Umtiti,6.53,La Liga,2021-2022,Barcelona
1342,Matheus Cunha,6.53,La Liga,2021-2022,Atletico
1343,Nico González,6.53,La Liga,2021-2022,Barcelona
1344,Sergi Roberto,6.53,La Liga,2021-2022,Barcelona
1345,Antonio Raíllo,6.53,La Liga,2021-2022,Mallorca
1346,Kike Pérez,6.53,La Liga,2021-2022,Elche
1347,Jonás Ramalho,6.52,La Liga,2021-2022,Osasuna
1348,Ferran Jutglà,6.52,La Liga,2021-2022,Barcelona
1349,Felipe,6.52,La Liga,2021-2022,Atletico
1350,Salva Sevilla,6.52,La Liga,2021-2022,Mallorca
1351,Sergi Gómez,6.52,La Liga,2021-2022,Espanyol
1352,Pervis Estupiñán,6.52,La Liga,2021-2022,Villarreal
1353,Pere Milla,6.51,La Liga,2021-2022,Elche
1354,Nemanja Gudelj,6.51,La Liga,2021-2022,Sevilla
1355,Néstor Araújo,6.51,La Liga,2021-2022,Celta Vigo
1356,Óscar Rodríguez,6.51,La Liga,2021-2022,Getafe
1357,Marc-André ter Stegen,6.51,La Liga,2021-2022,Barcelona
1358,Rubén Sánchez,6.51,La Liga,2021-2022,Espanyol
1359,Sergio Escudero,6.5,La Liga,2021-2022,Granada
1360,Gonzalo Melero,6.5,La Liga,2021-2022,Levante
1361,Aridane Hernández,6.5,La Liga,2021-2022,Osasuna
1362,Florian Lejeune,6.5,La Liga,2021-2022,Deportivo Alaves
1363,Domingos Duarte,6.5,La Liga,2021-2022,Granada
1364,Rubén Sobrino,6.5,La Liga,2021-2022,Cadiz
1365,Víctor Laguardia,6.5,La Liga,2021-2022,Deportivo Alaves
1366,Okay Yokuslu,6.49,La Liga,2021-2022,Getafe
1367,Josan,6.49,La Liga,2021-2022,Elche
1368,Fernando Pacheco,6.49,La Liga,2021-2022,Deportivo Alaves
1369,Jorge Miramón,6.49,La Liga,2021-2022,Levante
1370,Héctor Herrera,6.49,La Liga,2021-2022,Atletico
1371,Quini,6.49,La Liga,2021-2022,Granada
1372,Hugo Duro,6.49,La Liga,2021-2022,Valencia
1373,Martin Valjent,6.49,La Liga,2021-2022,Mallorca
1374,Óscar Mingueza,6.49,La Liga,2021-2022,Barcelona
1375,Varazdat Haroyan,6.49,La Liga,2021-2022,Cadiz
1376,Sergi Guardiola,6.49,La Liga,2021-2022,Rayo Vallecano
1377,Luis Hernández,6.49,La Liga,2021-2022,Cadiz
1378,Aitor Fernández,6.49,La Liga,2021-2022,Levante
1379,Carlos Neva,6.48,La Liga,2021-2022,Granada
1380,Antonio Sivera,6.48,La Liga,2021-2022,Deportivo Alaves
1381,Unai Vencedor,6.48,La Liga,2021-2022,Athletic Club
1382,Aihen Muñoz,6.48,La Liga,2021-2022,Real Sociedad
1383,Enzo Roco,6.48,La Liga,2021-2022,Elche
1384,Germán Sánchez,6.47,La Liga,2021-2022,Granada
1385,Kike García,6.47,La Liga,2021-2022,Osasuna
1386,Karim Rekik,6.47,La Liga,2021-2022,Sevilla
1387,Rodri,6.47,La Liga,2021-2022,Real Betis
1388,Mario Gila,6.47,La Liga,2021-2022,Real Madrid
1389,Vicente Iborra,6.47,La Liga,2021-2022,Villarreal
1390,Renan Lodi,6.47,La Liga,2021-2022,Atletico
1391,Tete Morente,6.47,La Liga,2021-2022,Elche
1392,Manolo Reina,6.47,La Liga,2021-2022,Mallorca
1393,Juan Cruz,6.46,La Liga,2021-2022,Osasuna
1394,Dimitri Foulquier,6.46,La Liga,2021-2022,Valencia
1395,Gerard Gumbau,6.46,La Liga,2021-2022,Elche
1396,Carlos Domínguez,6.46,La Liga,2021-2022,Celta Vigo
1397,Chimy vila,6.46,La Liga,2021-2022,Osasuna
1398,Oussama Idrissi,6.46,La Liga,2021-2022,Sevilla
1399,Philippe Coutinho,6.46,La Liga,2021-2022,Barcelona
1400,Pathé Ciss,6.46,La Liga,2021-2022,Rayo Vallecano
1401,Raúl Torrente,6.46,La Liga,2021-2022,Granada
1402,Dimitri Foulquier,6.46,La Liga,2021-2022,Granada
1403,Jon Pacheco,6.45,La Liga,2021-2022,Real Sociedad
1404,Hugo Guillamón,6.45,La Liga,2021-2022,Valencia
1405,Óliver Torres,6.45,La Liga,2021-2022,Sevilla
1406,Rúben Vezo,6.45,La Liga,2021-2022,Levante
1407,Renato Tapia,6.45,La Liga,2021-2022,Celta Vigo
1408,Gonzalo Montiel,6.45,La Liga,2021-2022,Sevilla
1409,Manu García,6.45,La Liga,2021-2022,Deportivo Alaves
1410,Darío Benedetto,6.45,La Liga,2021-2022,Elche
1411,Stefan Mitrovic,6.45,La Liga,2021-2022,Getafe
1412,Paco Alcácer,6.45,La Liga,2021-2022,Villarreal
1413,Asier Illarramendi,6.44,La Liga,2021-2022,Real Sociedad
1414,Carlos Clerc,6.44,La Liga,2021-2022,Levante
1415,Tonny Vilhena,6.44,La Liga,2021-2022,Espanyol
1416,Radamel Falcao,6.44,La Liga,2021-2022,Rayo Vallecano
1417,Claudio Bravo,6.44,La Liga,2021-2022,Real Betis
1418,Nikola Maras,6.44,La Liga,2021-2022,Rayo Vallecano
1419,Pedro Ortiz,6.44,La Liga,2021-2022,Sevilla
1420,Robert Navarro,6.44,La Liga,2021-2022,Real Sociedad
1421,Tomás Alarcón,6.44,La Liga,2021-2022,Cadiz
1422,Alberto Perea,6.44,La Liga,2021-2022,Cadiz
1423,Carles Aleñá,6.44,La Liga,2021-2022,Getafe
1424,Coke,6.44,La Liga,2021-2022,Levante
1425,Dani Cárdenas,6.43,La Liga,2021-2022,Levante
1426,Toni Lato,6.43,La Liga,2021-2022,Valencia
1427,Brian Oliván,6.43,La Liga,2021-2022,Mallorca
1428,Suso,6.43,La Liga,2021-2022,Sevilla
1429,Kike Barja,6.43,La Liga,2021-2022,Osasuna
1430,Dani García,6.43,La Liga,2021-2022,Athletic Club
1431,Cote,6.43,La Liga,2021-2022,Osasuna
1432,Álex Sola,6.43,La Liga,2021-2022,Real Sociedad
1433,Manu Morlanes,6.42,La Liga,2021-2022,Espanyol
1434,Victor Chust,6.42,La Liga,2021-2022,Cadiz
1435,Mouctar Diakhaby,6.42,La Liga,2021-2022,Valencia
1436,Alexandru Tirlea,6.42,La Liga,2021-2022,Deportivo Alaves
1437,Gonzalo Verdú,6.42,La Liga,2021-2022,Elche
1438,Antonio Sánchez,6.42,La Liga,2021-2022,Mallorca
1439,Martín Aguirregabiria,6.42,La Liga,2021-2022,Deportivo Alaves
1440,Cristian Tello,6.42,La Liga,2021-2022,Real Betis
1441,Igor Zubeldia,6.41,La Liga,2021-2022,Real Sociedad
1442,Fernando Calero,6.41,La Liga,2021-2022,Espanyol
1443,Marcos André,6.41,La Liga,2021-2022,Valencia
1444,Keidi Bare,6.41,La Liga,2021-2022,Espanyol
1445,Moi Gómez,6.41,La Liga,2021-2022,Villarreal
1446,Lee Kang-InMallorca,6.41,La Liga,2021-2022,
1447,Óscar Rodríguez,6.41,La Liga,2021-2022,Sevilla
1448,Thiago Galhardo,6.4,La Liga,2021-2022,Celta Vigo
1449,Víctor Díaz,6.4,La Liga,2021-2022,Granada
1450,Joseba Zaldúa,6.4,La Liga,2021-2022,Real Sociedad
1451,Randy Nteka,6.4,La Liga,2021-2022,Rayo Vallecano
1452,Mario Gaspar,6.4,La Liga,2021-2022,Villarreal
1453,Ludwig Augustinsson,6.4,La Liga,2021-2022,Sevilla
1454,Nemanja Radoja,6.4,La Liga,2021-2022,Levante
1455,Yunus Musah,6.4,La Liga,2021-2022,Valencia
1456,Andrés Guardado,6.4,La Liga,2021-2022,Real Betis
1457,Uros Racic,6.4,La Liga,2021-2022,Valencia
1458,Róber Pier,6.4,La Liga,2021-2022,Levante
1459,Lucas Pérez,6.4,La Liga,2021-2022,Elche
1460,Florentino,6.4,La Liga,2021-2022,Getafe
1461,David López,6.4,La Liga,2021-2022,Espanyol
1462,Rober,6.39,La Liga,2021-2022,Real Betis
1463,Guido Carrillo,6.39,La Liga,2021-2022,Elche
1464,Darko Brasanac,6.39,La Liga,2021-2022,Osasuna
1465,Aleix Vidal,6.39,La Liga,2021-2022,Espanyol
1466,Joaquín,6.39,La Liga,2021-2022,Real Betis
1467,Son,6.39,La Liga,2021-2022,Levante
1468,Fer Niño,6.39,La Liga,2021-2022,Mallorca
1469,Dani Ceballos,6.39,La Liga,2021-2022,Real Madrid
1470,Ángel Rodríguez,6.37,La Liga,2021-2022,Mallorca
1471,Óscar Melendo,6.37,La Liga,2021-2022,Espanyol
1472,Ander Guevara,6.37,La Liga,2021-2022,Real Sociedad
1473,Unai Dufur,6.37,La Liga,2021-2022,Osasuna
1474,Mickaël Malsa,6.37,La Liga,2021-2022,Levante
1475,Bebé,6.37,La Liga,2021-2022,Rayo Vallecano
1476,Pablo Martínez,6.37,La Liga,2021-2022,Levante
1477,Ilaix Moriba,6.37,La Liga,2021-2022,Valencia
1478,Nico Williams,6.36,La Liga,2021-2022,Athletic Club
1479,Toni Moya,6.36,La Liga,2021-2022,Deportivo Alaves
1480,Jason,6.36,La Liga,2021-2022,Deportivo Alaves
1481,Diego González,6.36,La Liga,2021-2022,Elche
1482,Njegos Petrovic,6.36,La Liga,2021-2022,Granada
1483,Ezequiel Ponce,6.36,La Liga,2021-2022,Elche
1484,Santiago Arias,6.36,La Liga,2021-2022,Granada
1485,Jan Oblak,6.35,La Liga,2021-2022,Atletico
1486,Franco Russo,6.35,La Liga,2021-2022,Mallorca
1487,Giovanni González,6.35,La Liga,2021-2022,Mallorca
1488,Bryan Gil,6.35,La Liga,2021-2022,Valencia
1489,Hélder Costa,6.34,La Liga,2021-2022,Valencia
1490,Anthony Martial,6.34,La Liga,2021-2022,Sevilla
1491,Okay Yokuslu,6.34,La Liga,2021-2022,Celta Vigo
1492,Luka Jovic,6.34,La Liga,2021-2022,Real Madrid
1493,Fede San Emeterio,6.34,La Liga,2021-2022,Cadiz
1494,Jeison Murillo,6.34,La Liga,2021-2022,Celta Vigo
1495,Munir El Haddadi,6.33,La Liga,2021-2022,Sevilla
1496,Dani Gómez,6.33,La Liga,2021-2022,Levante
1497,Rodrigo Battaglia,6.33,La Liga,2021-2022,Mallorca
1498,Raúl Parra,6.33,La Liga,2021-2022,Cadiz
1499,Jon Guridi,6.32,La Liga,2021-2022,Real Sociedad
1500,Cristo Romero,6.32,La Liga,2021-2022,Real Sociedad
1501,Gonzalo Villar,6.32,La Liga,2021-2022,Getafe
1502,Unai López,6.32,La Liga,2021-2022,Rayo Vallecano
1503,Mikel Vesga,6.32,La Liga,2021-2022,Athletic Club
1504,Javi Martínez,6.31,La Liga,2021-2022,Osasuna
1505,Raúl Guti,6.31,La Liga,2021-2022,Elche
1506,Denis Cheryshev,6.31,La Liga,2021-2022,Valencia
1507,Sandro Ramírez,6.31,La Liga,2021-2022,Getafe
1508,Roberto Torres,6.3,La Liga,2021-2022,Osasuna
1509,Clément Lenglet,6.3,La Liga,2021-2022,Barcelona
1510,Sergio Agüero,6.3,La Liga,2021-2022,Barcelona
1511,Carlos Martín,6.3,La Liga,2021-2022,Atletico
1512,Jesús Owono,6.3,La Liga,2021-2022,Deportivo Alaves
1513,Salvi Sánchez,6.3,La Liga,2021-2022,Cadiz
1514,Ángel Montoro,6.29,La Liga,2021-2022,Granada
1515,Ximo Navarro,6.29,La Liga,2021-2022,Deportivo Alaves
1516,Riqui Puig,6.29,La Liga,2021-2022,Barcelona
1517,Luca Zidane,6.29,La Liga,2021-2022,Rayo Vallecano
1518,Beñat Turrientes,6.29,La Liga,2021-2022,Real Sociedad
1519,Édgar Méndez,6.29,La Liga,2021-2022,Deportivo Alaves
1520,Hugo Duro,6.29,La Liga,2021-2022,Getafe
1521,Marc Cucurella,6.29,La Liga,2021-2022,Getafe
1522,Rubén Peña,6.28,La Liga,2021-2022,Villarreal
1523,Jason,6.28,La Liga,2021-2022,Valencia
1524,Emerson Royal,6.28,La Liga,2021-2022,Barcelona
1525,José Ángel Carmona,6.28,La Liga,2021-2022,Sevilla
1526,Sergio Santos,6.28,La Liga,2021-2022,Real Madrid
1527,Iván Marcone,6.28,La Liga,2021-2022,Elche
1528,Amath Ndiaye,6.28,La Liga,2021-2022,Mallorca
1529,Portu,6.28,La Liga,2021-2022,Real Sociedad
1530,Nolito,6.28,La Liga,2021-2022,Celta Vigo
1531,Abdón Prats,6.27,La Liga,2021-2022,Mallorca
1532,Nico Melamed,6.27,La Liga,2021-2022,Espanyol
1533,Alberto Soro,6.27,La Liga,2021-2022,Granada
1534,Näis Djouahra,6.27,La Liga,2021-2022,Real Sociedad
1535,Aarón Escandell,6.27,La Liga,2021-2022,Granada
1536,Juan Iglesias,6.27,La Liga,2021-2022,Getafe
1537,Asier Villalibre,6.27,La Liga,2021-2022,Athletic Club
1538,Allan Nyom,6.26,La Liga,2021-2022,Getafe
1539,Santiago Arzamendia,6.26,La Liga,2021-2022,Cadiz
1540,Álex Primo,6.26,La Liga,2021-2022,Levante
1541,Aitor Ruibal,6.26,La Liga,2021-2022,Real Betis
1542,Nicolas Jackson,6.26,La Liga,2021-2022,Villarreal
1543,Unai Núñez,6.25,La Liga,2021-2022,Athletic Club
1544,Mario Suárez,6.25,La Liga,2021-2022,Rayo Vallecano
1545,Tomás Pina,6.24,La Liga,2021-2022,Deportivo Alaves
1546,Julen Lobete,6.24,La Liga,2021-2022,Real Sociedad
1547,Iván Romero,6.24,La Liga,2021-2022,Sevilla
1548,José Mari Martín,6.24,La Liga,2021-2022,Cadiz
1549,Myrto Uzuni,6.24,La Liga,2021-2022,Granada
1550,Antonio Barragán,6.24,La Liga,2021-2022,Elche
1551,Mario Hernández,6.24,La Liga,2021-2022,Rayo Vallecano
1552,Fran Mérida,6.24,La Liga,2021-2022,Espanyol
1553,Javier Pastore,6.24,La Liga,2021-2022,Elche
1554,Koffi,6.23,La Liga,2021-2022,Getafe
1555,Nico Serrano,6.23,La Liga,2021-2022,Athletic Club
1556,Darío Poveda,6.23,La Liga,2021-2022,Getafe
1557,Clément Grenier,6.23,La Liga,2021-2022,Mallorca
1558,Javi Llabrés,6.23,La Liga,2021-2022,Mallorca
1559,Vitolo,6.23,La Liga,2021-2022,Getafe
1560,Oier Zarraga,6.23,La Liga,2021-2022,Athletic Club
1561,Ander Martín,6.23,La Liga,2021-2022,Real Sociedad
1562,Martín Calderón,6.22,La Liga,2021-2022,Cadiz
1563,Rober Ibáñez,6.22,La Liga,2021-2022,Osasuna
1564,Jaume Domènech,6.22,La Liga,2021-2022,Valencia
1565,Gabri Veiga,6.22,La Liga,2021-2022,Celta Vigo
1566,Iñigo Pérez,6.22,La Liga,2021-2022,Osasuna
1567,Miguel Llambrich,6.22,La Liga,2021-2022,Espanyol
1568,Álvaro Jiménez,6.21,La Liga,2021-2022,Cadiz
1569,Pablo Piatti,6.21,La Liga,2021-2022,Elche
1570,Nikola Vukcevic,6.21,La Liga,2021-2022,Levante
1571,Jakub Jankto,6.2,La Liga,2021-2022,Getafe
1572,Carlos Bacca,6.2,La Liga,2021-2022,Granada
1573,Yusuf Demir,6.2,La Liga,2021-2022,Barcelona
1574,Tachi,6.2,La Liga,2021-2022,Deportivo Alaves
1575,Germán Valera,6.2,La Liga,2021-2022,Real Sociedad
1576,Roberto Soldado,6.2,La Liga,2021-2022,Levante
1577,Loren Morón,6.2,La Liga,2021-2022,Espanyol
1578,Matías Arezo,6.2,La Liga,2021-2022,Granada
1579,Miguel de la Fuente,6.19,La Liga,2021-2022,Deportivo Alaves
1580,Jordi Mboula,6.19,La Liga,2021-2022,Mallorca
1581,Peter Federico,6.19,La Liga,2021-2022,Real Madrid
1582,Sergio Postigo,6.19,La Liga,2021-2022,Levante
1583,Monchu,6.18,La Liga,2021-2022,Granada
1584,Facundo Pellistri,6.18,La Liga,2021-2022,Deportivo Alaves
1585,José Pozo,6.18,La Liga,2021-2022,Rayo Vallecano
1586,Diego Conde,6.18,La Liga,2021-2022,Getafe
1587,Ismael Ruiz,6.18,La Liga,2021-2022,Granada
1588,Enric Franquesa,6.18,La Liga,2021-2022,Levante
1589,Daniel Villahermosa,6.17,La Liga,2021-2022,Espanyol
1590,Daniel Wass,6.17,La Liga,2021-2022,Atletico
1591,Saúl García,6.17,La Liga,2021-2022,Deportivo Alaves
1592,Koba Koindredi,6.16,La Liga,2021-2022,Valencia
1593,Diego Lainez,6.16,La Liga,2021-2022,Real Betis
1594,José Juan Macías,6.16,La Liga,2021-2022,Getafe
1595,Pere Pons,6.16,La Liga,2021-2022,Deportivo Alaves
1596,Manu Vallejo,6.15,La Liga,2021-2022,Deportivo Alaves
1597,José Fontán,6.15,La Liga,2021-2022,Celta Vigo
1598,Kévin Rodrigues,6.15,La Liga,2021-2022,Rayo Vallecano
1599,Iván Chapela,6.15,La Liga,2021-2022,Cadiz
1600,Álex Petxa,6.15,La Liga,2021-2022,Athletic Club
1601,Oier Sanjurjo,6.15,La Liga,2021-2022,Osasuna
1602,Orbelín Pineda,6.14,La Liga,2021-2022,Celta Vigo
1603,Alejandro Balde,6.14,La Liga,2021-2022,Barcelona
1604,Dídac Vilá,6.14,La Liga,2021-2022,Espanyol
1605,Augusto Solari,6.14,La Liga,2021-2022,Celta Vigo
1606,Sergio Rico,6.13,La Liga,2021-2022,Mallorca
1607,Wu Lei,6.13,La Liga,2021-2022,Espanyol
1608,Álvaro Bastida,6.13,La Liga,2021-2022,Cadiz
1609,Jaime Mata,6.13,La Liga,2021-2022,Getafe
1610,John Guidetti,6.12,La Liga,2021-2022,Deportivo Alaves
1611,Javi López,6.12,La Liga,2021-2022,Deportivo Alaves
1612,Alejandro Cantero,6.12,La Liga,2021-2022,Levante
1613,Hugo lvarez,6.12,La Liga,2021-2022,Celta Vigo
1614,Landry Dimata,6.12,La Liga,2021-2022,Espanyol
1615,Marcos Mauro,6.12,La Liga,2021-2022,Cadiz
1616,Jaume Grau,6.11,La Liga,2021-2022,Osasuna
1617,Loren Morón,6.11,La Liga,2021-2022,Real Betis
1618,Mamadou Sylla,6.11,La Liga,2021-2022,Deportivo Alaves
1619,Josema,6.11,La Liga,2021-2022,Elche
1620,Luismi Cruz,6.1,La Liga,2021-2022,Sevilla
1621,Jonathan Silva,6.1,La Liga,2021-2022,Getafe
1622,Yan Eteki,6.1,La Liga,2021-2022,Granada
1623,Dani Raba,6.1,La Liga,2021-2022,Villarreal
1624,Marc Pubill,6.1,La Liga,2021-2022,Levante
1625,Martín Cáceres,6.09,La Liga,2021-2022,Levante
1626,Juan Cala,6.09,La Liga,2021-2022,Cadiz
1627,Unai Ropero,6.08,La Liga,2021-2022,Deportivo Alaves
1628,Víctor Camarasa,6.08,La Liga,2021-2022,Real Betis
1629,Rubén Iranzo,6.08,La Liga,2021-2022,Valencia
1630,Mamadou Sylla,6.07,La Liga,2021-2022,Rayo Vallecano
1631,Estanis Pedrola,6.07,La Liga,2021-2022,Barcelona
1632,Manu Vallejo,6.07,La Liga,2021-2022,Valencia
1633,Eray Cömert,6.07,La Liga,2021-2022,Valencia
1634,Milutin Osmajic,6.06,La Liga,2021-2022,Cadiz
1635,Aleix Febas,6.06,La Liga,2021-2022,Mallorca
1636,Florin Andone,6.06,La Liga,2021-2022,Cadiz
1637,Álvaro Vadillo,6.06,La Liga,2021-2022,Espanyol
1638,Iker Benito,6.06,La Liga,2021-2022,Osasuna
1639,Carlo García,6.05,La Liga,2021-2022,Villarreal
1640,Joan Sastre,6.05,La Liga,2021-2022,Mallorca
1641,Lago Junior,6.05,La Liga,2021-2022,Mallorca
1642,Dani Raba,6.05,La Liga,2021-2022,Granada
1643,Tomás Mendes,6.04,La Liga,2021-2022,Deportivo Alaves
1644,Víctor Gómez,6.04,La Liga,2021-2022,Espanyol
1645,Yacine Qasmi,6.03,La Liga,2021-2022,Rayo Vallecano
1646,Aleksandar Sedlar,6.02,La Liga,2021-2022,Mallorca
1647,Erick Cabaco,6.02,La Liga,2021-2022,Getafe
1648,Vere,6.02,La Liga,2021-2022,Rayo Vallecano
1649,Mario Domínguez,6.02,La Liga,2021-2022,Valencia
1650,David Timor,6.01,La Liga,2021-2022,Getafe
1651,Álvaro Sanz,6.01,La Liga,2021-2022,Barcelona
1652,Ander Capa,6.01,La Liga,2021-2022,Athletic Club
1653,Omar Faraj,6.01,La Liga,2021-2022,Levante
1654,Adrián Butzke,6.0,La Liga,2021-2022,Granada
1655,Benjamin Lecomte,6.0,La Liga,2021-2022,Atletico
1656,Giuliano Simeone,6.0,La Liga,2021-2022,Atletico
1657,Luca Koleosho,6.0,La Liga,2021-2022,Espanyol
1658,Miguel Baeza,6.0,La Liga,2021-2022,Celta Vigo
1659,Mika Mármol,6.0,La Liga,2021-2022,Barcelona
1660,Nikita Iosifov,6.0,La Liga,2021-2022,Villarreal
1661,Peru Nolaskoain,6.0,La Liga,2021-2022,Athletic Club
1662,Raúl García,6.0,La Liga,2021-2022,Real Betis
1663,Valentino Fattore,6.0,La Liga,2021-2022,Sevilla
1664,Gori,5.99,La Liga,2021-2022,Espanyol
1665,Iván Martín,5.99,La Liga,2021-2022,Deportivo Alaves
1666,Álvaro Aguirre,5.98,La Liga,2021-2022,Rayo Vallecano
1667,Matthew Hoppe,5.98,La Liga,2021-2022,Mallorca
1668,Javi Serrano,5.97,La Liga,2021-2022,Atletico
1669,Barbero,5.97,La Liga,2021-2022,Osasuna
1670,Andrés Martín,5.96,La Liga,2021-2022,Rayo Vallecano
1671,Yellu Santiago,5.96,La Liga,2021-2022,Valencia
1672,Jon Morcillo,5.96,La Liga,2021-2022,Athletic Club
