,Player Name,Rating,League,Season,Squad
2511,Presnel Kimpembe,6.61,Ligue 1,2022-2023,Paris S-G
2512,Isaak Touré,6.61,Ligue 1,2022-2023,Auxerre
2513,Jens Cajuste,6.61,Ligue 1,2022-2023,Reims
2514,Thiago Mendes,6.61,Ligue 1,2022-2023,Lyon
2515,Saël Kumbedi,6.61,Ligue 1,2022-2023,Lyon
2516,Mateusz Wieteska,6.61,Ligue 1,2022-2023,Clermont Foot
2517,Thomas Foket,6.61,Ligue 1,2022-2023,Reims
2518,Juan Bernat,6.61,Ligue 1,2022-2023,Paris S-G
2519,Gauthier Gallon,6.6,Ligue 1,2022-2023,Troyes
2520,Thibault De Smet,6.6,Ligue 1,2022-2023,Reims
2521,Kevin Gameiro,6.6,Ligue 1,2022-2023,Strasbourg
2522,Yvon Mvogo,6.59,Ligue 1,2022-2023,Lorient
2523,Jackson Porozo,6.59,Ligue 1,2022-2023,Troyes
2524,Habib Diarra,6.59,Ligue 1,2022-2023,Strasbourg
2525,Birama Touré,6.59,Ligue 1,2022-2023,Auxerre
2526,Lilian Raolisoa,6.59,Ligue 1,2022-2023,Angers
2527,Lucas Perrin,6.59,Ligue 1,2022-2023,Strasbourg
2528,Hugo Ekitiké,6.59,Ligue 1,2022-2023,Paris S-G
2529,Jean Lucas,6.58,Ligue 1,2022-2023,Monaco
2530,Cheick Oumar Konaté,6.58,Ligue 1,2022-2023,Clermont Foot
2531,Dénys Bain,6.58,Ligue 1,2022-2023,Auxerre
2532,Rhys Healey,6.58,Ligue 1,2022-2023,Toulouse
2533,Bradley Locko,6.58,Ligue 1,2022-2023,Reims
2534,José Fonte,6.58,Ligue 1,2022-2023,Lille
2535,Yan Valery,6.57,Ligue 1,2022-2023,Angers
2536,Elbasan Rashani,6.57,Ligue 1,2022-2023,Clermont Foot
2537,Ludovic Ajorque,6.57,Ligue 1,2022-2023,Strasbourg
2538,Loïc Badé,6.57,Ligue 1,2022-2023,Rennes
2539,Issa Kaboré,6.57,Ligue 1,2022-2023,Marseille
2540,Yahia Fofana,6.57,Ligue 1,2022-2023,Angers
2541,Ignatius Ganago,6.56,Ligue 1,2022-2023,Nantes
2542,Mounaïm El IdrissyA,6.56,Ligue 1,2022-2023,C Ajaccio
2543,Alexis Claude-MauriceLens,6.56,Ligue 1,2022-2023,
2544,Andreaw Gravillon,6.56,Ligue 1,2022-2023,Reims
2545,Mathias Autret,6.56,Ligue 1,2022-2023,Auxerre
2546,Yusuf Yazici,6.55,Ligue 1,2022-2023,Lille
2547,Bingourou Kamara,6.55,Ligue 1,2022-2023,Montpellier
2548,Muhammed Cham,6.55,Ligue 1,2022-2023,Clermont Foot
2549,Jordan Ferri,6.55,Ligue 1,2022-2023,Montpellier
2550,Renaud Ripart,6.55,Ligue 1,2022-2023,Troyes
2551,Moses Simon,6.55,Ligue 1,2022-2023,Nantes
2552,Thomas Delaine,6.55,Ligue 1,2022-2023,Strasbourg
2553,Leandro Paredes,6.55,Ligue 1,2022-2023,Paris S-G
2554,Maxime Gonalons,6.55,Ligue 1,2022-2023,Clermont Foot
2555,Faouzi Ghoulam,6.55,Ligue 1,2022-2023,Angers
2556,Jean-Kévin Duverne,6.54,Ligue 1,2022-2023,Brest
2557,Ross Barkley,6.54,Ligue 1,2022-2023,Nice
2558,Nicolas Cozza,6.54,Ligue 1,2022-2023,Montpellier
2559,Stephy Mavididi,6.54,Ligue 1,2022-2023,Montpellier
2560,Jean-Louis Leca,6.54,Ligue 1,2022-2023,Lens
2561,Amine Harit,6.54,Ligue 1,2022-2023,Marseille
2562,Henrique,6.54,Ligue 1,2022-2023,Lyon
2563,Rémy Riou,6.54,Ligue 1,2022-2023,Lyon
2564,Edan Diop,6.53,Ligue 1,2022-2023,Monaco
2565,David Pereira da Costa,6.53,Ligue 1,2022-2023,Lens
2566,Maxime Estève,6.53,Ligue 1,2022-2023,Montpellier
2567,Timothy Weah,6.53,Ligue 1,2022-2023,Lille
2568,Gabriel Gudmundsson,6.53,Ligue 1,2022-2023,Lille
2569,Mohamed YoussoufA,6.53,Ligue 1,2022-2023,C Ajaccio
2570,Igor Silva,6.53,Ligue 1,2022-2023,Lorient
2571,Noah Fadiga,6.52,Ligue 1,2022-2023,Brest
2572,Falaye Sacko,6.52,Ligue 1,2022-2023,Montpellier
2573,Dimitri Liénard,6.52,Ligue 1,2022-2023,Strasbourg
2574,Florent Mollet,6.52,Ligue 1,2022-2023,Nantes
2575,Antoine Mendy,6.52,Ligue 1,2022-2023,Nice
2576,Pedro Chirivella,6.52,Ligue 1,2022-2023,Nantes
2577,Akim Zedadka,6.51,Ligue 1,2022-2023,Auxerre
2578,Rayan Raveloson,6.51,Ligue 1,2022-2023,Auxerre
2579,Pape Gueye,6.51,Ligue 1,2022-2023,Marseille
2580,Ronaël Pierre-GabrielStrasbourg,6.5,Ligue 1,2022-2023,
2581,Kamory Doumbia,6.5,Ligue 1,2022-2023,Reims
2582,Haris Belkebla,6.5,Ligue 1,2022-2023,Brest
2583,Evann Guessand,6.5,Ligue 1,2022-2023,Nantes
2584,Brecht Dejaegere,6.5,Ligue 1,2022-2023,Toulouse
2585,Jean Onana,6.5,Ligue 1,2022-2023,Lens
2586,Vincent MarchettiA,6.5,Ligue 1,2022-2023,C Ajaccio
2587,Kenji-Van Boto,6.49,Ligue 1,2022-2023,Auxerre
2588,Yohann Magnin,6.49,Ligue 1,2022-2023,Clermont Foot
2589,Johann Lepenant,6.49,Ligue 1,2022-2023,Lyon
2590,Mickaël BarretoA,6.49,Ligue 1,2022-2023,C Ajaccio
2591,Arkadiusz Milik,6.49,Ligue 1,2022-2023,Marseille
2592,Bamba Dieng,6.48,Ligue 1,2022-2023,Lorient
2593,Lesley Ugochukwu,6.48,Ligue 1,2022-2023,Rennes
2594,Théo Le Bris,6.48,Ligue 1,2022-2023,Lorient
2595,Sanjin Prcic,6.48,Ligue 1,2022-2023,Strasbourg
2596,Gerson,6.48,Ligue 1,2022-2023,Marseille
2597,Massadio Haïdara,6.47,Ligue 1,2022-2023,Lens
2598,Xeka,6.47,Ligue 1,2022-2023,Rennes
2599,Aiman Maurer,6.47,Ligue 1,2022-2023,Clermont Foot
2600,Youssouf KonéA,6.47,Ligue 1,2022-2023,C Ajaccio
2601,Gaëtan Perrin,6.47,Ligue 1,2022-2023,Auxerre
2602,Kamaldeen Sulemana,6.47,Ligue 1,2022-2023,Rennes
2603,Reda Belahyane,6.47,Ligue 1,2022-2023,Nice
2604,Damien Da Silva,6.46,Ligue 1,2022-2023,Lyon
2605,Abdu Conté,6.46,Ligue 1,2022-2023,Troyes
2606,Ibrahima Koné,6.46,Ligue 1,2022-2023,Lorient
2607,Carlos Soler,6.46,Ligue 1,2022-2023,Paris S-G
2608,Yuito Suzuki,6.46,Ligue 1,2022-2023,Strasbourg
2609,Hugo Magnetti,6.46,Ligue 1,2022-2023,Brest
2610,Mehdi Zeffane,6.46,Ligue 1,2022-2023,Clermont Foot
2611,Stéphane Diarra,6.46,Ligue 1,2022-2023,Lorient
2612,Mathias Pereira Lage,6.45,Ligue 1,2022-2023,Brest
2613,Jim Allevinah,6.45,Ligue 1,2022-2023,Clermont Foot
2614,Wesley Saïd,6.45,Ligue 1,2022-2023,Lens
2615,Léo Leroy,6.45,Ligue 1,2022-2023,Montpellier
2616,Achraf Dari,6.45,Ligue 1,2022-2023,Brest
2617,Kays Ruiz-AtilAuxerre,6.45,Ligue 1,2022-2023,
2618,Yasser Larouci,6.45,Ligue 1,2022-2023,Troyes
2619,Warren Kamanzi,6.45,Ligue 1,2022-2023,Toulouse
2620,Myziane Maolida,6.44,Ligue 1,2022-2023,Reims
2621,Leny Yoro,6.44,Ligue 1,2022-2023,Lille
2622,Fernand MayemboA,6.44,Ligue 1,2022-2023,C Ajaccio
2623,Colin Dagba,6.44,Ligue 1,2022-2023,Strasbourg
2624,Bradley Locko,6.44,Ligue 1,2022-2023,Brest
2625,Takumi Minamino,6.44,Ligue 1,2022-2023,Monaco
2626,Eduard Sobol,6.44,Ligue 1,2022-2023,Strasbourg
2627,Rudy Kohon,6.44,Ligue 1,2022-2023,Troyes
2628,Bevic Moussiti-OkoAC Ajaccio,6.44,Ligue 1,2022-2023,
2629,Jean-Victor Makengo,6.44,Ligue 1,2022-2023,Lorient
2630,Gerzino Nyamsi,6.44,Ligue 1,2022-2023,Strasbourg
2631,Renato Sanches,6.43,Ligue 1,2022-2023,Paris S-G
2632,Jean-Eudes Aholou,6.43,Ligue 1,2022-2023,Strasbourg
2633,Yoann Salmier,6.43,Ligue 1,2022-2023,Troyes
2634,Mattia Viti,6.43,Ligue 1,2022-2023,Nice
2635,Wilson Odobert,6.43,Ligue 1,2022-2023,Troyes
2636,Jere Uronen,6.43,Ligue 1,2022-2023,Brest
2637,Rubén Blanco,6.43,Ligue 1,2022-2023,Marseille
2638,Kevin Volland,6.43,Ligue 1,2022-2023,Monaco
2639,Dion Lopy,6.43,Ligue 1,2022-2023,Reims
2640,Jodel Dossou,6.43,Ligue 1,2022-2023,Clermont Foot
2641,Darlin Yongwa,6.43,Ligue 1,2022-2023,Lorient
2642,Houssem Aouar,6.42,Ligue 1,2022-2023,Lyon
2643,Jean-Claude Billong,6.42,Ligue 1,2022-2023,Clermont Foot
2644,Miha Blazic,6.42,Ligue 1,2022-2023,Angers
2645,Logan Costa,6.42,Ligue 1,2022-2023,Toulouse
2646,Samuel Moutoussamy,6.42,Ligue 1,2022-2023,Nantes
2647,Calvin Stengs,6.42,Ligue 1,2022-2023,Nice
2648,Adil Rami,6.41,Ligue 1,2022-2023,Troyes
2649,Ibrahima Sissoko,6.41,Ligue 1,2022-2023,Strasbourg
2650,Cédric Bakambu,6.41,Ligue 1,2022-2023,Marseille
2651,Ibrahim Diakité,6.41,Ligue 1,2022-2023,Reims
2652,Youcef Belaïli,6.41,Ligue 1,2022-2023,Brest
2653,Soungoutou Magassa,6.4,Ligue 1,2022-2023,Monaco
2654,Paul Bernardoni,6.4,Ligue 1,2022-2023,Angers
2655,Julian Jeanvier,6.4,Ligue 1,2022-2023,Auxerre
2656,Jeff Reine-AdélaïdeLyon,6.4,Ligue 1,2022-2023,
2657,Lassine Sinayoko,6.4,Ligue 1,2022-2023,Auxerre
2658,Pablo Rosario,6.4,Ligue 1,2022-2023,Nice
2659,Adrien Thomasson,6.39,Ligue 1,2022-2023,Strasbourg
2660,Julien Ponceau,6.39,Ligue 1,2022-2023,Lorient
2661,Oumar GonzalezA,6.39,Ligue 1,2022-2023,C Ajaccio
2662,Souleyman Doumbia,6.39,Ligue 1,2022-2023,Angers
2663,Cyrille BayalaA,6.39,Ligue 1,2022-2023,C Ajaccio
2664,Akim Zedadka,6.39,Ligue 1,2022-2023,Lille
2665,Arbër Zeneli,6.39,Ligue 1,2022-2023,Reims
2666,Billal Brahimi,6.39,Ligue 1,2022-2023,Nice
2667,Vincent Sierro,6.39,Ligue 1,2022-2023,Toulouse
2668,Sacha Delaye,6.39,Ligue 1,2022-2023,Montpellier
2669,Siriki Dembélé,6.39,Ligue 1,2022-2023,Auxerre
2670,Moussa Sissoko,6.38,Ligue 1,2022-2023,Nantes
2671,Thierno Baldé,6.38,Ligue 1,2022-2023,Troyes
2672,Alexandre Coeff,6.38,Ligue 1,2022-2023,Auxerre
2673,Matis Carvalho,6.38,Ligue 1,2022-2023,Montpellier
2674,Yoann Cathline,6.38,Ligue 1,2022-2023,Lorient
2675,Ibrahima Niane,6.38,Ligue 1,2022-2023,Angers
2676,Abdallah Sima,6.38,Ligue 1,2022-2023,Angers
2677,Christophe Hérelle,6.38,Ligue 1,2022-2023,Brest
2678,Brayann Pereira,6.38,Ligue 1,2022-2023,Auxerre
2679,Birger Meling,6.37,Ligue 1,2022-2023,Rennes
2680,Wout Faes,6.37,Ligue 1,2022-2023,Reims
2681,Bamba Dieng,6.37,Ligue 1,2022-2023,Marseille
2682,Adrien Hunou,6.37,Ligue 1,2022-2023,Angers
2683,Cédric Hountondji,6.37,Ligue 1,2022-2023,Angers
2684,Vítinha,6.37,Ligue 1,2022-2023,Marseille
2685,Eric Bailly,6.37,Ligue 1,2022-2023,Marseille
2686,Tanguy Zoukrou,6.37,Ligue 1,2022-2023,Troyes
2687,Pierrick Capelle,6.36,Ligue 1,2022-2023,Angers
2688,Romain Faivre,6.36,Ligue 1,2022-2023,Lyon
2689,Franci Bouebari,6.36,Ligue 1,2022-2023,Strasbourg
2690,Ismaël DialloA,6.36,Ligue 1,2022-2023,C Ajaccio
2691,Batista Mendy,6.35,Ligue 1,2022-2023,Angers
2692,Amine Salama,6.35,Ligue 1,2022-2023,Angers
2693,Mitchell van Bergen,6.35,Ligue 1,2022-2023,Reims
2694,Amine Gouiri,6.35,Ligue 1,2022-2023,Nice
2695,Mickaël AlphonseA,6.35,Ligue 1,2022-2023,C Ajaccio
2696,Moussa Diarra,6.35,Ligue 1,2022-2023,Toulouse
2697,Denis Genreau,6.35,Ligue 1,2022-2023,Toulouse
2698,Rémy Descamps,6.35,Ligue 1,2022-2023,Nantes
2699,Jeff Reine-AdélaïdeTroyes,6.34,Ligue 1,2022-2023,
2700,João Victor,6.34,Ligue 1,2022-2023,Nantes
2701,Komnen Andric,6.34,Ligue 1,2022-2023,Clermont Foot
2702,Ruben Aguilar,6.34,Ligue 1,2022-2023,Monaco
2703,Maxime Busi,6.34,Ligue 1,2022-2023,Reims
2704,Khalil Fayad,6.34,Ligue 1,2022-2023,Montpellier
2705,Dennis Appiah,6.34,Ligue 1,2022-2023,Nantes
2706,Bonke Innocent,6.34,Ligue 1,2022-2023,Lorient
2707,Erik Palmer-BrownTroyes,6.34,Ligue 1,2022-2023,
2708,Amin Sarr,6.33,Ligue 1,2022-2023,Lyon
2709,Timothée Pembélé,6.33,Ligue 1,2022-2023,Paris S-G
2710,Florent Ogier,6.33,Ligue 1,2022-2023,Clermont Foot
2711,Nordine Kandil,6.33,Ligue 1,2022-2023,Strasbourg
2712,Jérôme Boateng,6.33,Ligue 1,2022-2023,Lyon
2713,Gauthier Hein,6.33,Ligue 1,2022-2023,Auxerre
2714,Azzedine Ounahi,6.32,Ligue 1,2022-2023,Marseille
2715,Arnaud Souquet,6.32,Ligue 1,2022-2023,Montpellier
2716,Thomas ManganiA,6.32,Ligue 1,2022-2023,C Ajaccio
2717,Moussa Dembélé,6.32,Ligue 1,2022-2023,Lyon
2718,Benoît Costil,6.32,Ligue 1,2022-2023,Auxerre
2719,Alexis Beka Beka,6.32,Ligue 1,2022-2023,Nice
2720,Enzo Tchato,6.32,Ligue 1,2022-2023,Montpellier
2721,Marcus Coco,6.32,Ligue 1,2022-2023,Nantes
2722,Malang Sarr,6.32,Ligue 1,2022-2023,Monaco
2723,Romain HamoumaA,6.31,Ligue 1,2022-2023,C Ajaccio
2724,Papa Yade,6.31,Ligue 1,2022-2023,Troyes
2725,Farid El Melali,6.31,Ligue 1,2022-2023,Angers
2726,M Baye Niang,6.31,Ligue 1,2022-2023,Auxerre
2727,Warren Zaïre-EmeryParis S-G,6.31,Ligue 1,2022-2023,
2728,Gelson Martins,6.31,Ligue 1,2022-2023,Monaco
2729,Mamadou Sakho,6.3,Ligue 1,2022-2023,Montpellier
2730,Julien Le Cardinal,6.3,Ligue 1,2022-2023,Lens
2731,Clément VidalA,6.29,Ligue 1,2022-2023,C Ajaccio
2732,Ibrahim Salah,6.29,Ligue 1,2022-2023,Rennes
2733,Myron Boadu,6.29,Ligue 1,2022-2023,Monaco
2734,Youssouf M Changama,6.29,Ligue 1,2022-2023,Auxerre
2735,Mohamed Bayo,6.29,Ligue 1,2022-2023,Lille
2736,Eliot Matazo,6.29,Ligue 1,2022-2023,Monaco
2737,Ayoub Amraoui,6.29,Ligue 1,2022-2023,Nice
2738,Maghnes Akliouche,6.28,Ligue 1,2022-2023,Monaco
2739,Steven Fortès,6.28,Ligue 1,2022-2023,Lens
2740,Andy Delort,6.28,Ligue 1,2022-2023,Nantes
2741,Jérémie Bela,6.28,Ligue 1,2022-2023,Clermont Foot
2742,Ismail Jakobs,6.27,Ligue 1,2022-2023,Monaco
2743,Yanis CimignaniA,6.27,Ligue 1,2022-2023,C Ajaccio
2744,Fallou Fall,6.27,Ligue 1,2022-2023,Reims
2745,Kévin Danois,6.27,Ligue 1,2022-2023,Auxerre
2746,Carlos Baleba,6.27,Ligue 1,2022-2023,Lille
2747,Sada Thioub,6.26,Ligue 1,2022-2023,Angers
2748,Andreas Bruus,6.26,Ligue 1,2022-2023,Troyes
2749,Rares Ilie,6.26,Ligue 1,2022-2023,Nice
2750,Kevin SpadanudaA,6.26,Ligue 1,2022-2023,C Ajaccio
2751,Sébastien Corchia,6.26,Ligue 1,2022-2023,Nantes
2752,Benjamin LeroyA,6.26,Ligue 1,2022-2023,C Ajaccio
2753,Marcin Bulka,6.26,Ligue 1,2022-2023,Nice
2754,Siriné Doucouré,6.25,Ligue 1,2022-2023,Lorient
2755,Ismaël Boura,6.25,Ligue 1,2022-2023,Lens
2756,Pablo Sarabia,6.25,Ligue 1,2022-2023,Paris S-G
2757,Alexis Claude-MauriceNice,6.25,Ligue 1,2022-2023,
2758,Ibrahim Amadou,6.25,Ligue 1,2022-2023,Angers
2759,Oliver Zandén,6.25,Ligue 1,2022-2023,Toulouse
2760,Souleymane Cissé,6.25,Ligue 1,2022-2023,Clermont Foot
2761,Charles Traoré,6.25,Ligue 1,2022-2023,Nantes
2762,Islam Slimani,6.25,Ligue 1,2022-2023,Brest
2763,Mathieu CoutadeurA,6.24,Ligue 1,2022-2023,C Ajaccio
2764,Riad NouriA,6.24,Ligue 1,2022-2023,C Ajaccio
2765,RuanA,6.24,Ligue 1,2022-2023,C Ajaccio
2766,Arial Mendy,6.23,Ligue 1,2022-2023,Clermont Foot
2767,Taïryk Arconte,6.23,Ligue 1,2022-2023,Brest
2768,Valère Germain,6.23,Ligue 1,2022-2023,Montpellier
2769,Matthis Abline,6.23,Ligue 1,2022-2023,Auxerre
2770,Halid Sabanovic,6.23,Ligue 1,2022-2023,Angers
2771,Lebo Mothiba,6.22,Ligue 1,2022-2023,Strasbourg
2772,Ado Onaiwu,6.22,Ligue 1,2022-2023,Toulouse
2773,Lukasz Poreba,6.22,Ligue 1,2022-2023,Lens
2774,Matthis Abline,6.22,Ligue 1,2022-2023,Rennes
2775,Jonas Martin,6.22,Ligue 1,2022-2023,Lille
2776,Ayman Kari,6.22,Ligue 1,2022-2023,Lorient
2777,Loïs Diony,6.2,Ligue 1,2022-2023,Angers
2778,Abdoulaye Bamba,6.2,Ligue 1,2022-2023,Angers
2779,Gaëtan Charbonnier,6.2,Ligue 1,2022-2023,Auxerre
2780,Iké Ugbo,6.2,Ligue 1,2022-2023,Troyes
2781,Serhou Guirassy,6.2,Ligue 1,2022-2023,Rennes
2782,Lorenz Assignon,6.2,Ligue 1,2022-2023,Rennes
2783,Mehdi Puch-HerrantzAC Ajaccio,6.2,Ligue 1,2022-2023,
2784,Fábio,6.2,Ligue 1,2022-2023,Nantes
2785,Ismaël Gharbi,6.2,Ligue 1,2022-2023,Paris S-G
2786,Karol Fila,6.19,Ligue 1,2022-2023,Strasbourg
2787,Tony StrataA,6.18,Ligue 1,2022-2023,C Ajaccio
2788,Cédric AvinelA,6.18,Ligue 1,2022-2023,C Ajaccio
2789,Theocharis Tsingaras,6.18,Ligue 1,2022-2023,Toulouse
2790,Justin-Noël Kalumba,6.18,Ligue 1,2022-2023,Angers
2791,Gaël Kakuta,6.18,Ligue 1,2022-2023,Lens
2792,Amar Fatah,6.17,Ligue 1,2022-2023,Troyes
2793,Joe Bryan,6.17,Ligue 1,2022-2023,Nice
2794,Marin Jakolis,6.16,Ligue 1,2022-2023,Angers
2795,Martin Adeline,6.16,Ligue 1,2022-2023,Reims
2796,Kyliane Dong,6.16,Ligue 1,2022-2023,Troyes
2797,Flavius Daniliuc,6.15,Ligue 1,2022-2023,Nice
2798,Théo Pellenard,6.15,Ligue 1,2022-2023,Auxerre
2799,Lohann Doucet,6.15,Ligue 1,2022-2023,Nantes
2800,Qazim LaçiA,6.15,Ligue 1,2022-2023,C Ajaccio
2801,Derek Mazou-SackoTroyes,6.15,Ligue 1,2022-2023,
2802,Antonin Bobichon,6.15,Ligue 1,2022-2023,Angers
2803,Axel Camblan,6.15,Ligue 1,2022-2023,Brest
2804,Ousmane Camara,6.15,Ligue 1,2022-2023,Angers
2805,Adil Aouchiche,6.14,Ligue 1,2022-2023,Lorient
2806,Duje Caleta-CarMarseille,6.14,Ligue 1,2022-2023,
2807,Rémy Dugimont,6.14,Ligue 1,2022-2023,Auxerre
2808,Mohamed Achi,6.14,Ligue 1,2022-2023,Nantes
2809,Alexis Tibidi,6.13,Ligue 1,2022-2023,Troyes
2810,Ben TouréA,6.13,Ligue 1,2022-2023,C Ajaccio
2811,Samuel Koeberlé,6.13,Ligue 1,2022-2023,Reims
2812,Yanis Massolin,6.13,Ligue 1,2022-2023,Clermont Foot
2813,Waniss Taïbi,6.13,Ligue 1,2022-2023,Angers
2814,Chrislain Matsima,6.13,Ligue 1,2022-2023,Lorient
2815,Stredair Appuah,6.12,Ligue 1,2022-2023,Nantes
2816,Ivane ChegraA,6.12,Ligue 1,2022-2023,C Ajaccio
2817,Noah Holm,6.12,Ligue 1,2022-2023,Reims
2818,Félix Lemaréchal,6.12,Ligue 1,2022-2023,Brest
2819,Mamadou Diakhon,6.12,Ligue 1,2022-2023,Reims
2820,Ilyés Chétti,6.11,Ligue 1,2022-2023,Angers
2821,Jean-Mattéo Bahoya,6.11,Ligue 1,2022-2023,Angers
2822,Brandon Baiye,6.11,Ligue 1,2022-2023,Clermont Foot
2823,Eli Kroupi,6.11,Ligue 1,2022-2023,Lorient
2824,Marvin Senaya,6.11,Ligue 1,2022-2023,Strasbourg
2825,Rémy Labeau Lascary,6.11,Ligue 1,2022-2023,Lens
2826,Marlos Moreno,6.11,Ligue 1,2022-2023,Troyes
2827,El Chadaille Bitshiabu,6.11,Ligue 1,2022-2023,Paris S-G
2828,Veljko Birmancevic,6.11,Ligue 1,2022-2023,Toulouse
2829,Valentin Atangana Edoa,6.11,Ligue 1,2022-2023,Reims
2830,Tristan Dingomé,6.11,Ligue 1,2022-2023,Troyes
2831,Dogan Alemdar,6.11,Ligue 1,2022-2023,Rennes
2832,Mohamed Touré,6.1,Ligue 1,2022-2023,Reims
2833,Kaj Sierhuis,6.09,Ligue 1,2022-2023,Reims
2834,Abdoul Kader Bamba,6.09,Ligue 1,2022-2023,Nantes
2835,Patrick Pentz,6.09,Ligue 1,2022-2023,Reims
2836,Jean BotuéA,6.09,Ligue 1,2022-2023,C Ajaccio
2837,Hianga a Mbock,6.09,Ligue 1,2022-2023,Brest
2838,Naatan Skyttä,6.09,Ligue 1,2022-2023,Toulouse
2839,Baïla Diallo,6.08,Ligue 1,2022-2023,Clermont Foot
2840,Alan Virginius,6.08,Ligue 1,2022-2023,Lille
2841,Nathanaël Mbuku,6.08,Ligue 1,2022-2023,Reims
2842,Zinédine Ould Khaled,6.08,Ligue 1,2022-2023,Angers
2843,Ousmane Camara,6.08,Ligue 1,2022-2023,Auxerre
2844,Moussa SoumanoA,6.07,Ligue 1,2022-2023,C Ajaccio
2845,Ilyes Housni,6.07,Ligue 1,2022-2023,Paris S-G
2846,Guéla Doué,6.07,Ligue 1,2022-2023,Rennes
2847,Béni Makouana,6.06,Ligue 1,2022-2023,Montpellier
2848,Karamoko Dembélé,6.06,Ligue 1,2022-2023,Brest
2849,Sérigné Faye,6.05,Ligue 1,2022-2023,Montpellier
2850,Mamadou Sarr,6.05,Ligue 1,2022-2023,Lyon
2851,Florian ChabrolleA,6.04,Ligue 1,2022-2023,C Ajaccio
2852,Irvin Cardona,6.04,Ligue 1,2022-2023,Brest
2853,Rafik Guitane,6.04,Ligue 1,2022-2023,Reims
2854,Thibault Tamas,6.04,Ligue 1,2022-2023,Montpellier
2855,Alberth Elis,6.04,Ligue 1,2022-2023,Brest
2856,El Bilal Touré,6.04,Ligue 1,2022-2023,Reims
2857,Jason Berthomier,6.04,Ligue 1,2022-2023,Clermont Foot
2858,Alan Do Marcolino,6.03,Ligue 1,2022-2023,Rennes
2859,Kévin Keben,6.03,Ligue 1,2022-2023,Toulouse
2860,Christopher Wooh,6.02,Ligue 1,2022-2023,Lens
2861,Isaak Touré,6.02,Ligue 1,2022-2023,Marseille
2862,Yanis Begraoui,6.02,Ligue 1,2022-2023,Toulouse
2863,Saïd Hamulic,6.01,Ligue 1,2022-2023,Toulouse
2864,Alexandre Letellier,6.01,Ligue 1,2022-2023,Paris S-G
2865,Amine Messoussa,6.0,Ligue 1,2022-2023,Lille
2866,Andréa Dacourt,6.0,Ligue 1,2022-2023,Nice
2867,Axel Gueguin,6.0,Ligue 1,2022-2023,Montpellier
2868,Mohamed El Arouch,6.0,Ligue 1,2022-2023,Lyon
2869,Paolo LebasA,6.0,Ligue 1,2022-2023,C Ajaccio
2870,Romain Salin,6.0,Ligue 1,2022-2023,Rennes
2871,Simon Ramet,6.0,Ligue 1,2022-2023,Lille
2872,Théo Trinker,6.0,Ligue 1,2022-2023,Nice
2873,Danel Dongmo,5.99,Ligue 1,2022-2023,Troyes
2874,Yoann TouzgharA,5.98,Ligue 1,2022-2023,C Ajaccio
2875,Adrian Grbic,5.98,Ligue 1,2022-2023,Lorient
2876,Ignatius Ganago,5.98,Ligue 1,2022-2023,Lens
2877,Adam Buksa,5.98,Ligue 1,2022-2023,Lens
2878,Moussa DjittéA,5.97,Ligue 1,2022-2023,C Ajaccio
2879,Patrick Berg,5.97,Ligue 1,2022-2023,Lens
2880,Anthony KhelifaA,5.97,Ligue 1,2022-2023,C Ajaccio
2881,Dany Jean,5.96,Ligue 1,2022-2023,Strasbourg
2882,Jason Mbock,5.95,Ligue 1,2022-2023,Angers
2883,Salim Ben Seghir,5.92,Ligue 1,2022-2023,Marseille
2884,François Mughe,5.88,Ligue 1,2022-2023,Marseille
2885,François-Joseph SollacaroA,5.86,Ligue 1,2022-2023,C Ajaccio
2886,Ouparine Djoco,5.82,Ligue 1,2022-2023,Clermont Foot
2887,Mathis Hamdi,5.78,Ligue 1,2022-2023,Troyes
2888,Pedro Mendes,5.72,Ligue 1,2022-2023,Montpellier
2889,Léo Jardim,5.66,Ligue 1,2022-2023,Lille
2890,Christian Mawissa,5.65,Ligue 1,2022-2023,Toulouse
